waste_type,sub_type,weight_kg,distance_km,condition,month,day_of_week,county,collection_point,market_tier,tier_score,tier_multiplier,price_per_kg
plastic,LDPE,62.94,0.88,clean,10,4,Kisumu,household,formal,0.7854,0.9185,6.17
metal,copper,13.2,2.79,mixed,6,3,Nairobi,household,informal,0.2725,0.9272,332.75
paper,newspaper,1.91,4.81,clean,2,2,Nairobi,dump_site,semi_formal,0.45,0.835,5.62
plastic,LDPE,117.02,6.24,mixed,6,6,Nairobi,commercial,formal,0.775,0.9145,6.51
textile,clothes,8.23,9.41,clean,8,4,Mombasa,commercial,semi_formal,0.4687,0.8937,11.99
rubber,mixed_rubber,15.46,6.07,contaminated,10,0,Mombasa,commercial,informal,0.0606,0.8121,5.11
metal,copper,6.1,7.11,mixed,2,2,Nairobi,household,informal,0.2314,0.9231,324.39
organic,garden_waste,24.62,2.73,clean,11,5,Nairobi,household,semi_formal,0.5636,0.9345,5.67
paper,cardboard,16.32,2.08,clean,9,0,Nairobi,household,semi_formal,0.5155,0.8547,11.22
paper,cardboard,67.8,2.66,mixed,7,3,Mombasa,household,semi_formal,0.5886,0.8766,8.21
metal,tin,4.62,1.28,contaminated,9,5,Eldoret,household,informal,0.0,0.9,8.37
textile,industrial_textile,13.44,18.19,mixed,6,5,Nairobi,industrial,informal,0.2738,0.8548,4.82
rubber,tyres,13.9,23.83,clean,2,2,Nairobi,household,semi_formal,0.5015,0.9003,17.4
e_waste,phones,2.23,1.86,mixed,12,4,Nairobi,commercial,informal,0.225,0.9612,79.82
organic,garden_waste,15.82,0.35,mixed,3,1,Eldoret,commercial,informal,0.2877,0.8931,4.3
metal,tin,27.44,3.83,mixed,7,0,Nairobi,household,semi_formal,0.3549,0.9355,16.43
textile,clothes,64.34,2.11,contaminated,11,3,Mombasa,industrial,informal,0.3436,0.8687,7.55
paper,mixed_paper,10.52,7.6,clean,5,3,Nairobi,commercial,semi_formal,0.482,0.8446,6.42
metal,copper,6.63,1.32,clean,9,3,Nairobi,household,semi_formal,0.4595,0.9459,508.08
metal,aluminum,4.51,2.17,mixed,10,0,Eldoret,industrial,informal,0.225,0.9225,63.16
metal,tin,51.96,8.48,clean,9,2,Nakuru,dump_site,formal,0.7219,0.9722,14.76
paper,cardboard,7.73,5.13,clean,12,5,Nairobi,industrial,semi_formal,0.4658,0.8397,13.66
metal,brass,7.27,13.21,clean,10,6,Mombasa,commercial,semi_formal,0.4632,0.9463,215.37
organic,garden_waste,97.53,7.6,contaminated,10,2,Nairobi,industrial,semi_formal,0.5357,0.9304,4.52
textile,industrial_textile,70.87,11.56,clean,3,6,Kisumu,dump_site,formal,0.8313,0.9663,5.28
metal,aluminum,14.02,3.78,mixed,11,0,Mombasa,household,informal,0.2772,0.9277,56.06
organic,garden_waste,12.81,14.0,clean,3,4,Nairobi,industrial,semi_formal,0.4952,0.9243,6.42
glass,colored_glass,32.27,3.07,clean,12,1,Nairobi,commercial,semi_formal,0.6079,0.8236,5.53
metal,aluminum,11.62,0.9,clean,6,2,Nairobi,household,semi_formal,0.4883,0.9488,88.8
metal,tin,61.17,30.58,clean,9,4,Nakuru,industrial,formal,0.7752,0.9775,16.21
metal,aluminum,41.18,2.29,clean,11,2,Kisumu,dump_site,semi_formal,0.6595,0.9659,75.33
textile,industrial_textile,28.89,6.25,mixed,5,3,Nairobi,household,semi_formal,0.3633,0.8727,3.74
glass,clear_glass,7.1,10.09,mixed,4,5,Eldoret,industrial,informal,0.2372,0.6567,3.34
e_waste,batteries,17.19,2.49,mixed,4,5,Mombasa,household,informal,0.2956,0.9648,33.95
plastic,mixed_plastic,16.31,14.09,mixed,7,3,Mombasa,household,informal,0.2905,0.7304,5.38
paper,office_paper,43.79,0.39,mixed,8,4,Mombasa,industrial,semi_formal,0.4496,0.8349,11.89
paper,newspaper,13.59,16.12,contaminated,3,5,Nakuru,industrial,informal,0.0497,0.7149,3.09
paper,cardboard,33.33,5.9,clean,4,4,Mombasa,industrial,semi_formal,0.614,0.8842,11.12
metal,steel,30.38,5.83,clean,2,0,Mombasa,household,semi_formal,0.597,0.9597,31.53
paper,newspaper,1.22,12.54,clean,11,6,Nairobi,household,semi_formal,0.45,0.835,6.08
metal,brass,85.93,1.57,clean,4,2,Nakuru,household,formal,0.9186,0.9919,205.21
metal,aluminum,15.06,2.7,mixed,8,0,Nairobi,commercial,informal,0.2832,0.9283,94.41
e_waste,mixed_ewaste,32.81,5.84,clean,1,0,Nairobi,commercial,semi_formal,0.611,0.9805,61.96
rubber,mixed_rubber,2.81,1.5,mixed,5,6,Nakuru,household,informal,0.225,0.845,5.33
organic,food_waste,10.32,2.31,contaminated,1,1,Eldoret,household,informal,0.0308,0.8546,2.48
metal,aluminum,26.36,6.75,mixed,5,6,Nairobi,commercial,informal,0.3487,0.9349,83.6
glass,colored_glass,30.0,2.0,clean,12,1,Nairobi,household,semi_formal,0.5947,0.8176,4.92
paper,newspaper,20.61,35.01,mixed,7,4,Kisumu,dump_site,informal,0.3154,0.7946,3.56
paper,newspaper,13.25,8.51,mixed,2,0,Nairobi,industrial,informal,0.2728,0.7818,5.88
paper,mixed_paper,0.62,2.91,contaminated,12,5,Nakuru,commercial,informal,0.0,0.7,2.66
metal,brass,2.82,11.31,mixed,5,3,Nakuru,commercial,informal,0.225,0.9225,157.48
paper,office_paper,2.3,6.94,clean,5,4,Nairobi,household,semi_formal,0.45,0.835,10.29
plastic,PET,87.49,1.85,mixed,1,2,Nakuru,industrial,formal,0.7026,0.887,22.74
metal,copper,21.23,0.52,clean,3,4,Mombasa,household,semi_formal,0.544,0.9544,399.3
plastic,PET,26.16,0.83,clean,8,4,Nairobi,dump_site,semi_formal,0.5725,0.8376,26.5
paper,newspaper,109.87,4.28,mixed,12,5,Nairobi,industrial,formal,0.775,0.9325,7.24
organic,food_waste,27.4,2.64,mixed,2,6,Eldoret,industrial,semi_formal,0.3547,0.9032,3.83
e_waste,batteries,51.01,2.9,clean,7,1,Mombasa,industrial,formal,0.7164,0.9858,63.28
e_waste,cables,17.28,4.73,mixed,7,2,Nairobi,household,informal,0.2961,0.9648,60.5
plastic,HDPE,15.44,6.27,clean,5,2,Nairobi,commercial,semi_formal,0.5105,0.814,19.81
paper,newspaper,8.96,1.82,clean,5,0,Mombasa,commercial,semi_formal,0.4729,0.8419,6.99
rubber,mixed_rubber,8.3,1.05,clean,8,2,Nairobi,commercial,semi_formal,0.4691,0.8938,11.47
metal,copper,5.77,34.59,clean,11,6,Nairobi,commercial,semi_formal,0.4545,0.9454,374.33
organic,garden_waste,4.19,8.39,clean,7,1,Mombasa,dump_site,semi_formal,0.45,0.9175,4.88
e_waste,computers,2.12,35.46,clean,11,3,Nairobi,household,semi_formal,0.45,0.9725,54.77
plastic,LDPE,132.9,8.96,clean,9,1,Nairobi,household,formal,1.0,1.0,9.51
paper,mixed_paper,107.44,0.76,clean,1,5,Nairobi,household,formal,1.0,1.0,6.45
paper,cardboard,24.85,3.69,mixed,4,2,Nairobi,household,informal,0.3399,0.802,8.1
paper,mixed_paper,25.54,21.22,clean,1,3,Nairobi,household,semi_formal,0.5689,0.8707,6.07
plastic,HDPE,12.15,11.45,clean,3,5,Nairobi,dump_site,semi_formal,0.4914,0.8067,14.9
plastic,PVC,42.18,8.56,mixed,7,2,Nairobi,dump_site,semi_formal,0.4403,0.7873,5.01
paper,office_paper,116.23,7.77,clean,12,5,Eldoret,household,formal,1.0,1.0,10.16
metal,tin,24.65,2.89,mixed,4,4,Kisumu,dump_site,informal,0.3388,0.9339,11.26
paper,cardboard,8.57,2.14,clean,10,4,Kisumu,commercial,semi_formal,0.4707,0.8412,9.27
plastic,PVC,19.89,8.39,mixed,12,6,Nairobi,household,informal,0.3112,0.7383,4.43
metal,copper,12.75,6.0,mixed,4,3,Nairobi,commercial,informal,0.2699,0.927,385.35
e_waste,mixed_ewaste,117.68,4.45,mixed,6,3,Nairobi,commercial,formal,0.775,0.9888,55.87
e_waste,phones,49.87,4.36,clean,11,6,Nairobi,household,formal,0.7098,0.9855,98.73
metal,copper,11.14,5.21,contaminated,7,3,Mombasa,dump_site,informal,0.0355,0.9036,233.89
plastic,HDPE,8.33,12.06,clean,1,6,Mombasa,household,semi_formal,0.4693,0.7983,15.76
plastic,PET,45.96,15.84,clean,5,4,Mombasa,industrial,semi_formal,0.6871,0.8811,25.6
plastic,PP,33.65,9.64,clean,2,0,Nairobi,household,semi_formal,0.6159,0.854,12.37
plastic,PET,17.11,10.95,mixed,8,5,Eldoret,commercial,informal,0.2951,0.7321,17.57
textile,clothes,4.68,2.22,mixed,2,6,Kisumu,commercial,informal,0.225,0.845,8.48
metal,brass,73.19,5.36,mixed,5,4,Mombasa,commercial,semi_formal,0.6198,0.962,210.31
plastic,mixed_plastic,1.22,1.65,mixed,5,2,Nairobi,industrial,informal,0.225,0.7055,5.81
plastic,PP,13.34,7.83,clean,8,4,Nakuru,household,semi_formal,0.4983,0.8093,10.29
rubber,tyres,57.38,2.29,clean,11,1,Nairobi,household,formal,0.7532,0.9506,16.68
textile,clothes,18.21,2.91,clean,11,5,Nairobi,household,semi_formal,0.5265,0.9053,8.86
metal,brass,13.04,0.21,clean,9,1,Eldoret,commercial,semi_formal,0.4965,0.9497,231.28
organic,garden_waste,20.36,4.23,clean,1,3,Nairobi,commercial,semi_formal,0.539,0.9308,8.45
metal,aluminum,22.79,1.02,mixed,12,5,Mombasa,dump_site,informal,0.328,0.9328,60.23
e_waste,mixed_ewaste,17.34,0.77,clean,12,1,Eldoret,household,semi_formal,0.5214,0.9761,44.61
plastic,LDPE,14.5,1.72,mixed,1,3,Nairobi,commercial,informal,0.28,0.7264,6.3
e_waste,mixed_ewaste,14.19,0.36,contaminated,9,3,Nairobi,commercial,informal,0.0532,0.9527,37.67
plastic,LDPE,6.51,5.92,mixed,9,0,Mombasa,industrial,informal,0.2338,0.7088,5.13
plastic,PP,25.31,12.07,mixed,1,3,Mombasa,household,informal,0.3426,0.7502,8.99
plastic,PP,4.19,5.63,mixed,12,6,Eldoret,industrial,informal,0.225,0.7055,7.8
plastic,PVC,56.55,6.53,clean,12,0,Nakuru,industrial,formal,0.7484,0.9044,6.9
plastic,PP,49.94,3.76,clean,11,6,Mombasa,commercial,formal,0.7102,0.8899,12.75
glass,clear_glass,9.19,3.79,contaminated,3,6,Mombasa,industrial,informal,0.0243,0.5609,2.82
organic,garden_waste,19.04,1.3,mixed,9,5,Nairobi,household,informal,0.3063,0.8959,5.22
metal,aluminum,3.32,3.43,contaminated,9,3,Mombasa,household,informal,0.0,0.9,47.21
plastic,HDPE,1.5,4.09,clean,9,5,Eldoret,household,semi_formal,0.45,0.791,13.93
paper,office_paper,17.34,6.89,clean,11,6,Nairobi,household,semi_formal,0.5214,0.8564,11.19
glass,mixed_glass,58.15,3.56,clean,1,1,Nairobi,industrial,formal,0.7577,0.891,4.23
paper,newspaper,41.52,1.1,contaminated,11,2,Nairobi,household,informal,0.2114,0.7634,3.83
glass,clear_glass,40.77,3.96,clean,4,6,Kisumu,industrial,semi_formal,0.6571,0.8457,6.76
rubber,tyres,18.35,4.2,clean,10,5,Mombasa,household,semi_formal,0.5273,0.9055,13.17
plastic,LDPE,19.64,2.6,mixed,6,5,Mombasa,household,informal,0.3097,0.7377,4.78
plastic,PVC,7.24,3.06,clean,1,0,Eldoret,industrial,semi_formal,0.463,0.7959,5.95
plastic,LDPE,7.32,15.27,mixed,7,5,Eldoret,commercial,informal,0.2384,0.7106,3.9
paper,newspaper,7.62,0.65,contaminated,1,1,Mombasa,dump_site,informal,0.0152,0.7046,3.17
metal,tin,36.21,8.35,mixed,8,1,Kisumu,industrial,semi_formal,0.4057,0.9406,16.98
plastic,PET,90.55,2.06,clean,6,6,Nakuru,household,formal,0.9453,0.9792,23.2
plastic,PET,12.81,1.74,mixed,9,5,Eldoret,household,informal,0.2702,0.7227,13.41
organic,garden_waste,39.32,0.3,clean,3,4,Nairobi,dump_site,semi_formal,0.6487,0.9473,6.59
organic,garden_waste,49.96,5.15,clean,4,5,Kisumu,dump_site,formal,0.7103,0.9565,4.84
metal,copper,6.21,0.65,contaminated,2,1,Nairobi,commercial,informal,0.007,0.9007,268.42
metal,aluminum,13.69,5.19,contaminated,3,2,Nairobi,household,informal,0.0503,0.905,60.87
plastic,PVC,144.23,17.98,clean,1,3,Mombasa,dump_site,formal,1.0,1.0,6.66
paper,office_paper,25.93,2.82,mixed,10,4,Nairobi,commercial,informal,0.3462,0.8039,9.33
paper,newspaper,11.8,3.72,clean,6,3,Nairobi,dump_site,semi_formal,0.4894,0.8468,5.37
e_waste,batteries,18.86,8.28,clean,8,6,Nairobi,household,semi_formal,0.5303,0.9765,44.76
glass,colored_glass,27.01,7.5,contaminated,3,2,Nairobi,dump_site,informal,0.1274,0.6073,1.68
paper,cardboard,9.03,6.14,mixed,3,1,Mombasa,household,informal,0.2484,0.7745,8.2
organic,garden_waste,17.2,7.13,clean,6,4,Nairobi,commercial,semi_formal,0.5206,0.9281,6.41
glass,mixed_glass,47.11,2.0,clean,11,2,Eldoret,industrial,semi_formal,0.6938,0.8622,3.51
e_waste,cables,81.78,25.01,contaminated,3,2,Nairobi,dump_site,semi_formal,0.4445,0.9722,39.85
metal,steel,33.74,4.64,contaminated,4,5,Nairobi,commercial,informal,0.1664,0.9166,16.02
plastic,mixed_plastic,5.74,1.81,clean,1,4,Mombasa,household,semi_formal,0.4543,0.7926,8.49
e_waste,batteries,42.29,2.73,clean,7,5,Nakuru,dump_site,semi_formal,0.6659,0.9833,37.35
rubber,mixed_rubber,38.33,14.88,mixed,6,1,Nakuru,commercial,semi_formal,0.418,0.8836,6.77
metal,tin,10.27,2.57,clean,6,6,Kisumu,commercial,semi_formal,0.4805,0.9481,19.53
paper,mixed_paper,6.17,1.92,clean,3,5,Nairobi,household,semi_formal,0.4568,0.837,5.21
plastic,PP,18.94,19.14,mixed,12,5,Nairobi,commercial,informal,0.3057,0.7362,9.04
paper,office_paper,11.62,2.27,clean,11,1,Nairobi,industrial,semi_formal,0.4883,0.8465,13.86
metal,tin,5.46,4.72,clean,5,6,Mombasa,commercial,semi_formal,0.4527,0.9453,17.94
plastic,mixed_plastic,57.47,11.57,clean,12,1,Nairobi,household,formal,0.7538,0.9064,7.93
organic,food_waste,14.35,4.75,clean,6,1,Nairobi,household,semi_formal,0.5041,0.9256,4.64
metal,tin,2.1,8.61,clean,7,6,Nairobi,commercial,semi_formal,0.45,0.945,20.54
paper,cardboard,23.09,1.87,clean,3,3,Mombasa,household,semi_formal,0.5548,0.8664,10.96
e_waste,phones,59.09,5.28,contaminated,1,1,Nairobi,dump_site,informal,0.3132,0.9657,57.83
glass,mixed_glass,2.43,7.59,contaminated,7,3,Nairobi,commercial,informal,0.0,0.55,1.5
metal,brass,49.44,0.81,clean,4,1,Nakuru,dump_site,formal,0.7073,0.9707,173.96
rubber,tyres,17.09,1.84,clean,12,4,Nairobi,commercial,semi_formal,0.52,0.904,15.63
rubber,tyres,5.39,2.17,clean,11,5,Nairobi,household,semi_formal,0.4523,0.8905,12.69
paper,mixed_paper,2.3,2.44,mixed,11,3,Eldoret,household,informal,0.225,0.7675,3.16
plastic,PET,46.73,3.25,clean,9,5,Kisumu,dump_site,semi_formal,0.6916,0.8828,22.65
e_waste,computers,11.85,0.7,contaminated,10,5,Nairobi,commercial,informal,0.0397,0.952,47.81
plastic,PET,103.99,0.4,clean,5,2,Nairobi,commercial,formal,1.0,1.0,30.08
plastic,mixed_plastic,18.93,3.75,clean,12,1,Nairobi,household,semi_formal,0.5306,0.8216,8.15
organic,garden_waste,64.99,2.84,mixed,11,3,Nairobi,commercial,semi_formal,0.5723,0.9358,5.75
glass,clear_glass,1.79,3.36,mixed,2,4,Kisumu,commercial,informal,0.225,0.6512,3.99
paper,mixed_paper,5.66,5.81,mixed,6,3,Nairobi,commercial,informal,0.2288,0.7686,4.55
plastic,PET,4.49,3.02,mixed,12,2,Kisumu,household,informal,0.225,0.7055,13.33
plastic,LDPE,14.04,13.86,mixed,5,2,Nairobi,commercial,informal,0.2773,0.7254,4.8
metal,steel,80.87,2.69,mixed,11,5,Nairobi,household,semi_formal,0.6642,0.9664,22.05
paper,mixed_paper,9.08,2.36,clean,10,2,Nairobi,industrial,semi_formal,0.4736,0.8421,7.23
plastic,PVC,13.37,4.05,clean,11,4,Nairobi,commercial,semi_formal,0.4985,0.8094,6.88
plastic,LDPE,16.57,0.35,clean,3,1,Nakuru,household,semi_formal,0.517,0.8165,5.86
plastic,mixed_plastic,26.75,4.2,contaminated,2,0,Mombasa,industrial,informal,0.1259,0.6678,4.65
plastic,PP,25.46,2.96,clean,11,2,Mombasa,household,semi_formal,0.5685,0.836,9.54
plastic,LDPE,41.16,11.67,mixed,4,6,Mombasa,household,semi_formal,0.4344,0.7851,4.33
e_waste,batteries,24.08,11.52,mixed,4,4,Eldoret,household,informal,0.3355,0.9668,28.61
rubber,mixed_rubber,27.98,7.43,clean,8,6,Eldoret,dump_site,semi_formal,0.5831,0.9166,7.59
paper,cardboard,3.53,3.98,clean,12,1,Nairobi,household,semi_formal,0.45,0.835,11.97
e_waste,cables,0.78,3.47,contaminated,3,5,Nakuru,commercial,informal,0.0,0.95,35.27
rubber,mixed_rubber,33.29,15.91,mixed,9,5,Nairobi,commercial,semi_formal,0.3888,0.8778,7.79
organic,garden_waste,25.43,8.81,mixed,8,2,Nairobi,commercial,informal,0.3433,0.9015,5.64
plastic,LDPE,16.55,4.09,mixed,10,5,Nairobi,industrial,informal,0.2919,0.7309,6.08
plastic,HDPE,23.58,9.61,contaminated,6,4,Nairobi,commercial,informal,0.1076,0.6609,10.89
plastic,PET,70.58,6.88,mixed,11,5,Nairobi,industrial,semi_formal,0.6047,0.8498,23.57
plastic,HDPE,26.39,6.62,mixed,5,3,Nairobi,commercial,informal,0.3488,0.7526,14.86
rubber,tyres,78.72,8.44,clean,4,5,Nairobi,dump_site,formal,0.8768,0.9754,14.41
organic,food_waste,13.74,2.23,clean,11,5,Mombasa,household,semi_formal,0.5006,0.9251,4.04
paper,cardboard,10.36,1.07,mixed,1,5,Nairobi,dump_site,informal,0.2561,0.7768,8.35
organic,garden_waste,10.04,4.44,mixed,9,2,Nairobi,household,informal,0.2542,0.8881,4.66
paper,mixed_paper,21.77,17.34,contaminated,5,6,Mombasa,commercial,informal,0.0971,0.7291,2.73
metal,brass,1.12,7.82,mixed,5,3,Nairobi,industrial,informal,0.225,0.9225,233.42
metal,tin,2.36,17.77,clean,3,2,Nairobi,industrial,semi_formal,0.45,0.945,18.99
metal,steel,52.25,1.35,mixed,6,3,Nairobi,industrial,semi_formal,0.4986,0.9499,29.36
glass,mixed_glass,27.06,10.88,clean,1,0,Nairobi,industrial,semi_formal,0.5777,0.81,4.06
plastic,PVC,13.1,1.0,mixed,8,1,Nakuru,industrial,informal,0.2719,0.7233,5.74
e_waste,computers,10.43,3.49,mixed,5,5,Eldoret,household,informal,0.2565,0.9628,46.65
plastic,PP,71.02,0.54,mixed,10,4,Mombasa,industrial,semi_formal,0.6072,0.8508,13.13
rubber,tyres,45.58,0.38,clean,9,6,Nairobi,industrial,semi_formal,0.6849,0.937,19.63
metal,brass,76.05,2.83,mixed,11,5,Mombasa,industrial,semi_formal,0.6364,0.9636,212.0
paper,cardboard,18.98,2.9,mixed,11,1,Nairobi,household,informal,0.306,0.7918,8.27
paper,cardboard,104.29,0.9,mixed,2,2,Kisumu,household,formal,0.775,0.9325,9.75
textile,clothes,15.53,3.57,mixed,4,4,Nakuru,industrial,informal,0.2859,0.8572,7.11
organic,food_waste,114.51,0.28,mixed,7,3,Kisumu,commercial,formal,0.775,0.9663,4.98
e_waste,cables,15.9,1.81,mixed,3,4,Nairobi,dump_site,informal,0.2881,0.9644,42.7
glass,colored_glass,6.41,7.37,mixed,2,2,Nairobi,dump_site,informal,0.2332,0.6549,2.6
e_waste,cables,70.36,3.91,contaminated,1,5,Nakuru,household,semi_formal,0.3784,0.9689,34.15
paper,newspaper,33.52,2.63,clean,3,5,Mombasa,household,semi_formal,0.6151,0.8845,6.78
paper,mixed_paper,34.17,1.36,clean,1,3,Mombasa,dump_site,semi_formal,0.6189,0.8857,7.12
paper,office_paper,2.4,0.35,mixed,10,0,Kisumu,commercial,informal,0.225,0.7675,7.33
metal,copper,41.29,2.65,contaminated,1,3,Nairobi,industrial,informal,0.2101,0.921,361.27
glass,clear_glass,6.2,2.98,clean,9,3,Nairobi,industrial,semi_formal,0.457,0.7556,7.7
plastic,PP,25.25,11.71,mixed,4,2,Nairobi,commercial,informal,0.3422,0.75,8.54
plastic,PET,28.26,1.51,mixed,7,4,Mombasa,household,semi_formal,0.3596,0.7567,17.09
paper,mixed_paper,97.64,3.4,mixed,3,4,Nairobi,industrial,formal,0.7613,0.9284,7.17
paper,office_paper,2.89,2.1,mixed,12,3,Nairobi,household,informal,0.225,0.7675,8.16
rubber,mixed_rubber,19.09,5.33,contaminated,8,5,Nairobi,household,informal,0.0816,0.8163,5.14
plastic,PET,27.54,0.75,mixed,11,0,Nairobi,commercial,semi_formal,0.3555,0.7551,18.74
e_waste,phones,38.68,11.52,contaminated,7,4,Nairobi,commercial,informal,0.195,0.9597,70.29
plastic,LDPE,59.21,3.04,clean,6,6,Nairobi,household,formal,0.7639,0.9103,7.38
rubber,mixed_rubber,11.6,0.27,mixed,10,6,Nairobi,industrial,informal,0.2632,0.8526,9.19
rubber,tyres,24.86,13.22,clean,3,5,Nairobi,industrial,semi_formal,0.565,0.913,17.76
plastic,PVC,8.68,29.7,mixed,8,6,Mombasa,industrial,informal,0.2463,0.7136,4.34
plastic,PET,9.26,4.18,clean,7,4,Mombasa,commercial,semi_formal,0.4747,0.8004,22.16
organic,food_waste,22.51,3.59,mixed,4,2,Nakuru,industrial,informal,0.3263,0.899,3.34
metal,copper,47.91,1.57,clean,2,5,Nairobi,household,semi_formal,0.6984,0.9698,502.74
textile,clothes,7.16,4.9,mixed,9,1,Nairobi,commercial,informal,0.2375,0.8475,10.81
plastic,HDPE,13.37,17.32,clean,2,1,Nairobi,industrial,semi_formal,0.4984,0.8094,20.8
paper,office_paper,37.6,1.39,mixed,11,1,Nairobi,household,semi_formal,0.4137,0.8241,9.25
metal,tin,15.78,0.79,mixed,8,4,Eldoret,household,informal,0.2874,0.9287,12.6
plastic,PVC,47.8,5.09,clean,5,0,Eldoret,household,semi_formal,0.6978,0.8851,6.04
paper,office_paper,13.64,10.67,clean,8,6,Mombasa,household,semi_formal,0.5,0.85,9.87
rubber,tyres,4.32,7.88,contaminated,10,3,Nairobi,commercial,informal,0.0,0.8,8.24
paper,newspaper,7.48,1.22,mixed,1,0,Mombasa,commercial,informal,0.2394,0.7718,5.82
plastic,PET,10.85,0.74,contaminated,9,3,Mombasa,industrial,informal,0.0339,0.6329,12.31
plastic,LDPE,1.62,0.88,mixed,12,2,Nairobi,household,informal,0.225,0.7055,4.93
organic,garden_waste,30.93,2.95,clean,2,1,Nairobi,dump_site,semi_formal,0.6001,0.94,7.05
plastic,HDPE,82.14,5.33,contaminated,4,5,Nairobi,household,semi_formal,0.4466,0.7897,11.24
paper,newspaper,10.29,5.86,clean,6,3,Mombasa,industrial,semi_formal,0.4806,0.8442,7.42
metal,brass,28.68,29.23,clean,4,3,Nairobi,household,semi_formal,0.5871,0.9587,187.81
plastic,PVC,7.07,1.99,mixed,11,2,Nairobi,household,informal,0.237,0.71,4.42
e_waste,batteries,8.59,2.43,mixed,4,4,Nakuru,household,informal,0.2458,0.9623,25.82
paper,newspaper,5.38,15.54,clean,6,0,Nairobi,household,semi_formal,0.4522,0.8357,5.26
metal,copper,4.41,2.42,clean,2,3,Nairobi,commercial,semi_formal,0.45,0.945,523.49
plastic,LDPE,35.16,1.21,clean,2,1,Eldoret,household,semi_formal,0.6246,0.8574,6.41
plastic,mixed_plastic,1.18,3.49,clean,9,4,Nairobi,industrial,semi_formal,0.45,0.791,11.01
rubber,mixed_rubber,31.06,12.99,mixed,8,1,Nairobi,dump_site,semi_formal,0.3759,0.8752,6.71
paper,mixed_paper,32.78,11.14,clean,4,4,Nairobi,household,semi_formal,0.6108,0.8832,6.0
plastic,mixed_plastic,66.34,8.7,clean,3,6,Nakuru,industrial,formal,0.8051,0.9259,9.09
plastic,mixed_plastic,31.81,1.66,contaminated,10,5,Kisumu,household,informal,0.1552,0.679,3.48
paper,office_paper,36.87,4.89,mixed,9,3,Nairobi,industrial,semi_formal,0.4095,0.8229,12.42
metal,aluminum,31.37,1.47,clean,1,3,Eldoret,household,semi_formal,0.6027,0.9603,76.37
plastic,mixed_plastic,52.57,10.65,mixed,4,3,Nairobi,household,semi_formal,0.5004,0.8102,6.48
paper,office_paper,38.51,15.44,contaminated,2,1,Nairobi,household,informal,0.194,0.7582,6.43
paper,mixed_paper,22.7,0.65,clean,1,4,Mombasa,household,semi_formal,0.5525,0.8657,6.83
metal,brass,12.44,6.34,clean,3,4,Nairobi,dump_site,semi_formal,0.4931,0.9493,224.15
textile,clothes,33.52,7.12,clean,9,1,Nakuru,household,semi_formal,0.6151,0.923,10.82
plastic,PP,84.27,1.28,clean,6,0,Nairobi,industrial,formal,0.9089,0.9654,15.83
metal,brass,0.84,2.36,clean,9,4,Mombasa,industrial,semi_formal,0.45,0.945,289.34
rubber,mixed_rubber,40.99,4.44,mixed,9,1,Mombasa,dump_site,semi_formal,0.4334,0.8867,6.35
glass,mixed_glass,16.55,1.1,clean,3,1,Nairobi,industrial,semi_formal,0.5169,0.7826,4.3
plastic,mixed_plastic,53.15,3.6,mixed,2,6,Nakuru,household,semi_formal,0.5038,0.8114,7.05
rubber,mixed_rubber,0.98,2.04,clean,6,2,Kisumu,dump_site,semi_formal,0.45,0.89,8.31
plastic,PP,12.71,2.81,mixed,12,0,Kisumu,household,informal,0.2696,0.7225,6.9
plastic,HDPE,16.61,4.4,clean,3,3,Kisumu,household,semi_formal,0.5172,0.8166,17.6
plastic,LDPE,70.94,1.87,contaminated,3,6,Nairobi,dump_site,semi_formal,0.3818,0.7651,4.07
plastic,PP,4.58,2.03,clean,3,5,Nairobi,commercial,semi_formal,0.45,0.791,12.69
plastic,PP,33.82,7.67,clean,10,0,Mombasa,commercial,semi_formal,0.6169,0.8544,10.28
rubber,tyres,31.2,7.83,clean,8,3,Nakuru,industrial,semi_formal,0.6017,0.9203,13.65
metal,aluminum,21.46,9.95,clean,6,2,Nairobi,industrial,semi_formal,0.5453,0.9545,110.51
e_waste,cables,37.92,2.07,clean,3,0,Nairobi,dump_site,semi_formal,0.6406,0.982,61.58
plastic,PET,41.29,3.8,clean,11,5,Eldoret,household,semi_formal,0.6601,0.8708,17.26
e_waste,batteries,1.33,17.64,clean,6,5,Mombasa,industrial,semi_formal,0.45,0.9725,44.86
plastic,PET,4.89,24.52,contaminated,12,1,Eldoret,dump_site,informal,0.0,0.62,7.51
textile,industrial_textile,2.92,8.54,mixed,4,3,Eldoret,commercial,informal,0.225,0.845,3.73
plastic,PVC,21.17,16.86,clean,2,5,Kisumu,household,semi_formal,0.5436,0.8266,5.91
paper,office_paper,11.61,4.29,mixed,5,2,Nakuru,commercial,informal,0.2633,0.779,7.3
plastic,PP,15.15,6.02,clean,5,0,Kisumu,household,semi_formal,0.5087,0.8133,9.74
metal,brass,2.7,5.67,clean,1,3,Nakuru,household,semi_formal,0.45,0.945,193.68
e_waste,batteries,54.87,4.47,contaminated,10,3,Nairobi,dump_site,informal,0.2887,0.9644,26.97
metal,brass,34.52,4.7,mixed,8,5,Nakuru,household,semi_formal,0.3959,0.9396,205.65
e_waste,mixed_ewaste,29.19,17.21,clean,1,1,Kisumu,dump_site,semi_formal,0.59,0.9795,41.44
