waste_type,sub_type,weight_kg,distance_km,condition,month,day_of_week,county,collection_point,market_tier,tier_score,tier_multiplier,price_per_kg
metal,brass,43.44,3.71,mixed,5,2,Kajiado,household,semi_formal,0.4545,0.9455,193.09
metal,steel_heavy,1.73,10.58,clean,2,2,Nairobi,commercial,formal,1.0,1.0,56.77
plastic,PET,50.14,13.26,clean,12,6,Mombasa,household,formal,1.0,1.0,12.22
plastic,HDPE,9.52,36.39,clean,4,4,Kiambu,household,formal,1.0,1.0,9.52
plastic,mixed_plastic,22.71,14.94,mixed,6,6,Nairobi,dump_site,semi_formal,0.4545,0.7927,5.6
e_waste,mixed_ewaste,48.89,15.56,clean,11,4,Nairobi,industrial,formal,1.0,1.0,44.2
rubber,mixed_rubber,37.42,9.1,contaminated,11,0,Kisumu,commercial,informal,0.0,0.8,5.38
plastic,PET,30.42,9.68,clean,5,6,Kajiado,household,formal,1.0,1.0,6.49
e_waste,batteries,73.64,29.77,mixed,5,6,Nakuru,household,semi_formal,0.4545,0.9727,22.7
plastic,HDPE,19.4,5.85,mixed,2,2,Kiambu,household,semi_formal,0.4545,0.7927,8.4
metal,brass,49.22,19.31,clean,12,0,Nairobi,industrial,formal,1.0,1.0,221.37
paper,office_paper,16.45,1.35,mixed,5,5,Nairobi,industrial,semi_formal,0.4545,0.8364,6.39
metal,steel_light,22.6,4.81,contaminated,1,0,Kisumu,household,informal,0.0,0.9,12.32
plastic,PET,2.65,10.85,clean,1,5,Eldoret,commercial,formal,1.0,1.0,11.94
metal,steel_heavy,47.62,8.51,clean,11,5,Kiambu,commercial,formal,1.0,1.0,26.06
plastic,PVC,39.06,0.36,clean,5,3,Kajiado,household,formal,1.0,1.0,7.65
paper,cardboard,44.15,1.12,clean,12,0,Nakuru,household,formal,1.0,1.0,5.77
metal,brass,23.23,29.62,clean,9,2,Nairobi,commercial,formal,1.0,1.0,264.49
plastic,PET,20.38,5.64,clean,5,6,Eldoret,commercial,formal,1.0,1.0,12.1
glass,clear_glass,28.06,5.59,clean,1,0,Nairobi,household,formal,1.0,1.0,3.83
e_waste,computers,27.12,10.17,clean,2,1,Nairobi,dump_site,formal,1.0,1.0,52.41
e_waste,phones,32.74,4.95,clean,1,3,Nairobi,industrial,formal,1.0,1.0,100.14
glass,mixed_glass,57.72,0.46,clean,5,1,Nairobi,commercial,formal,1.0,1.0,3.24
organic,garden_waste,13.51,1.23,mixed,6,1,Kiambu,household,semi_formal,0.4545,0.9182,4.53
paper,newspaper,1.66,10.33,clean,5,2,Kiambu,household,formal,1.0,1.0,6.03
metal,steel_heavy,71.94,11.89,contaminated,1,6,Kisumu,dump_site,informal,0.0,0.9,16.7
rubber,mixed_rubber,12.45,7.28,contaminated,12,6,Nakuru,commercial,informal,0.0,0.8,4.62
metal,steel_heavy,51.28,25.59,clean,2,2,Nakuru,household,formal,1.0,1.0,20.66
e_waste,mixed_ewaste,5.9,25.48,clean,2,2,Nairobi,commercial,formal,1.0,1.0,55.38
paper,office_paper,32.0,5.4,contaminated,10,4,Kiambu,dump_site,informal,0.0,0.7,3.29
metal,steel,35.5,9.0,clean,11,2,Eldoret,commercial,formal,1.0,1.0,21.7
paper,mixed_paper,3.19,7.21,mixed,4,2,Machakos,dump_site,semi_formal,0.4545,0.8364,4.11
paper,mixed_paper,61.8,2.38,mixed,8,0,Mombasa,household,semi_formal,0.4545,0.8364,3.79
paper,office_paper,11.07,11.37,mixed,1,1,Nairobi,dump_site,semi_formal,0.4545,0.8364,5.08
plastic,LDPE,47.81,2.61,clean,4,3,Eldoret,commercial,formal,1.0,1.0,4.91
glass,colored_glass,30.26,6.23,mixed,1,6,Machakos,industrial,semi_formal,0.4545,0.7545,1.78
metal,brass,27.01,4.39,clean,1,1,Mombasa,dump_site,formal,1.0,1.0,186.58
plastic,PP,30.24,24.8,clean,7,6,Nairobi,industrial,formal,1.0,1.0,12.05
metal,copper,59.92,4.19,clean,10,6,Nairobi,commercial,formal,1.0,1.0,431.56
organic,garden_waste,36.55,6.95,mixed,1,1,Kajiado,commercial,semi_formal,0.4545,0.9182,5.27
textile,industrial_textile,21.82,6.18,clean,12,0,Machakos,commercial,formal,1.0,1.0,4.0
metal,aluminum,5.82,15.34,clean,1,1,Nairobi,household,formal,1.0,1.0,19.17
e_waste,mixed_ewaste,1.87,10.82,clean,2,3,Nairobi,industrial,formal,1.0,1.0,78.89
glass,clear_glass,8.94,23.36,clean,12,0,Mombasa,commercial,formal,1.0,1.0,3.26
glass,mixed_glass,22.48,4.24,clean,4,4,Nairobi,commercial,formal,1.0,1.0,2.89
metal,steel,27.22,4.55,contaminated,8,0,Nairobi,household,informal,0.0,0.9,22.11
plastic,HDPE,50.96,24.58,clean,7,1,Nairobi,industrial,formal,1.0,1.0,14.63
plastic,PP,13.77,1.06,clean,8,6,Nairobi,dump_site,formal,1.0,1.0,10.02
metal,steel,20.58,44.37,mixed,3,2,Machakos,household,semi_formal,0.4545,0.9455,18.78
glass,mixed_glass,20.99,1.56,mixed,6,6,Nairobi,commercial,semi_formal,0.4545,0.7545,2.08
paper,newspaper,37.36,6.4,mixed,2,3,Mombasa,commercial,semi_formal,0.4545,0.8364,5.04
glass,colored_glass,27.32,4.44,clean,6,3,Nairobi,industrial,formal,1.0,1.0,3.3
plastic,LDPE,4.14,10.46,mixed,6,3,Kajiado,household,semi_formal,0.4545,0.7927,3.44
plastic,LDPE,42.48,12.45,clean,5,4,Kisumu,commercial,formal,1.0,1.0,5.81
paper,mixed_paper,14.54,23.82,contaminated,8,3,Nairobi,household,informal,0.0,0.7,3.14
metal,steel_light,47.44,3.33,mixed,1,6,Nakuru,commercial,semi_formal,0.4545,0.9455,15.38
plastic,PET,73.51,12.77,mixed,3,3,Kiambu,commercial,semi_formal,0.4545,0.7927,9.33
plastic,PP,13.98,1.06,mixed,8,2,Kisumu,commercial,semi_formal,0.4545,0.7927,9.42
plastic,HDPE,22.95,1.1,mixed,5,4,Nakuru,industrial,semi_formal,0.4545,0.7927,9.32
plastic,PP,1.8,5.16,clean,2,4,Kiambu,industrial,formal,1.0,1.0,18.01
plastic,PVC,47.06,26.58,clean,12,4,Nairobi,industrial,formal,1.0,1.0,10.18
plastic,HDPE,48.11,5.28,mixed,9,0,Mombasa,dump_site,semi_formal,0.4545,0.7927,8.05
metal,brass,29.16,0.37,clean,7,5,Mombasa,industrial,formal,1.0,1.0,234.31
metal,steel_light,22.53,39.25,contaminated,1,5,Nairobi,household,informal,0.0,0.9,12.27
paper,office_paper,3.76,14.69,clean,3,0,Nairobi,household,formal,1.0,1.0,8.27
rubber,tyres,41.69,21.8,clean,5,5,Nairobi,commercial,formal,1.0,1.0,14.48
plastic,PP,21.99,5.7,clean,8,1,Kiambu,household,formal,1.0,1.0,11.04
metal,aluminum,6.13,11.16,mixed,1,2,Nairobi,household,semi_formal,0.4545,0.9455,16.38
paper,newspaper,83.02,14.95,contaminated,5,5,Kisumu,commercial,informal,0.0,0.7,3.27
plastic,mixed_plastic,12.49,8.36,mixed,10,1,Nairobi,industrial,semi_formal,0.4545,0.7927,8.91
metal,tin,33.96,23.05,clean,6,0,Nakuru,household,formal,1.0,1.0,8.76
metal,aluminum,14.98,0.24,clean,9,1,Eldoret,household,formal,1.0,1.0,17.74
metal,steel_light,60.57,1.39,clean,6,2,Nairobi,household,formal,1.0,1.0,18.45
paper,office_paper,43.38,25.36,clean,7,0,Nairobi,commercial,formal,1.0,1.0,8.68
metal,steel,30.9,12.59,clean,9,1,Nairobi,commercial,formal,1.0,1.0,35.44
plastic,HDPE,11.57,1.77,clean,12,5,Nairobi,household,formal,1.0,1.0,12.48
e_waste,phones,13.33,10.61,clean,4,1,Nairobi,household,formal,1.0,1.0,79.6
metal,steel_light,53.1,1.66,clean,1,1,Nairobi,commercial,formal,1.0,1.0,19.8
paper,office_paper,76.73,6.08,clean,10,2,Mombasa,household,formal,1.0,1.0,7.3
e_waste,mixed_ewaste,13.62,20.87,clean,5,4,Kiambu,commercial,formal,1.0,1.0,46.99
glass,mixed_glass,34.4,38.77,contaminated,11,6,Kiambu,industrial,informal,0.0,0.55,1.14
glass,clear_glass,57.79,0.79,mixed,9,4,Kisumu,industrial,semi_formal,0.4545,0.7545,2.84
plastic,HDPE,9.05,0.99,clean,6,4,Mombasa,household,formal,1.0,1.0,16.52
plastic,PVC,52.35,13.24,contaminated,5,4,Nairobi,commercial,informal,0.0,0.62,3.97
plastic,PVC,62.18,1.21,mixed,3,0,Mombasa,industrial,semi_formal,0.4545,0.7927,5.59
metal,steel,58.66,9.6,clean,10,1,Nakuru,commercial,formal,1.0,1.0,17.6
paper,cardboard,14.59,6.43,clean,4,4,Nairobi,commercial,formal,1.0,1.0,7.38
textile,clothes,36.6,13.77,clean,5,2,Kiambu,commercial,formal,1.0,1.0,6.05
paper,cardboard,11.43,2.55,clean,7,3,Nairobi,household,formal,1.0,1.0,7.4
plastic,PET,65.55,12.41,clean,2,0,Nairobi,household,formal,1.0,1.0,12.51
organic,garden_waste,57.52,21.41,contaminated,4,6,Eldoret,commercial,informal,0.0,0.85,2.68
e_waste,batteries,40.18,1.28,contaminated,3,5,Nairobi,commercial,informal,0.0,0.95,32.95
glass,mixed_glass,34.23,6.69,clean,9,5,Mombasa,household,formal,1.0,1.0,3.58
plastic,PET,21.3,22.08,mixed,8,2,Kiambu,industrial,semi_formal,0.4545,0.7927,7.84
metal,brass,6.35,7.58,clean,1,3,Kisumu,commercial,formal,1.0,1.0,232.75
metal,tin,16.83,1.61,mixed,1,2,Kisumu,household,semi_formal,0.4545,0.9455,12.89
metal,copper,9.54,7.15,clean,9,1,Nairobi,household,formal,1.0,1.0,283.21
rubber,mixed_rubber,29.21,10.3,clean,2,2,Nairobi,industrial,formal,1.0,1.0,12.07
plastic,PVC,19.4,5.85,mixed,12,2,Kisumu,industrial,semi_formal,0.4545,0.7927,6.58
plastic,PP,14.28,1.66,clean,3,1,Nairobi,household,formal,1.0,1.0,13.7
plastic,LDPE,40.94,1.13,mixed,1,3,Nairobi,household,semi_formal,0.4545,0.7927,6.35
paper,newspaper,26.19,3.69,clean,4,0,Nairobi,household,formal,1.0,1.0,5.6
metal,brass,15.84,3.74,clean,8,6,Kisumu,commercial,formal,1.0,1.0,240.84
e_waste,mixed_ewaste,22.2,10.72,clean,2,2,Mombasa,commercial,formal,1.0,1.0,51.13
plastic,HDPE,25.24,2.97,contaminated,1,4,Kajiado,commercial,informal,0.0,0.62,7.75
plastic,LDPE,16.08,4.97,mixed,6,2,Nairobi,household,semi_formal,0.4545,0.7927,5.44
rubber,mixed_rubber,11.13,1.94,mixed,4,5,Nairobi,household,semi_formal,0.4545,0.8909,7.49
e_waste,computers,72.42,9.85,mixed,1,2,Nairobi,household,semi_formal,0.4545,0.9727,55.18
organic,garden_waste,29.54,0.2,clean,12,0,Kiambu,industrial,formal,1.0,1.0,8.02
plastic,HDPE,4.33,5.69,contaminated,6,0,Nairobi,household,informal,0.0,0.62,5.95
metal,aluminum,37.55,43.6,clean,5,5,Mombasa,commercial,formal,1.0,1.0,19.76
e_waste,mixed_ewaste,27.71,1.06,clean,3,0,Nairobi,commercial,formal,1.0,1.0,58.44
paper,mixed_paper,51.83,8.97,clean,7,2,Mombasa,household,formal,1.0,1.0,5.15
glass,clear_glass,5.72,40.68,mixed,3,6,Nairobi,commercial,semi_formal,0.4545,0.7545,1.93
metal,steel_light,22.18,5.58,clean,10,6,Mombasa,industrial,formal,1.0,1.0,25.04
metal,steel_light,10.69,36.05,clean,11,5,Nakuru,industrial,formal,1.0,1.0,11.04
metal,steel_heavy,43.27,24.85,clean,9,2,Nairobi,dump_site,formal,1.0,1.0,30.56
plastic,mixed_plastic,25.9,2.62,clean,11,6,Machakos,household,formal,1.0,1.0,7.53
textile,clothes,32.61,2.85,clean,7,2,Nairobi,commercial,formal,1.0,1.0,8.34
glass,mixed_glass,14.41,4.28,clean,8,2,Machakos,industrial,formal,1.0,1.0,4.25
plastic,LDPE,14.4,3.38,clean,5,5,Kiambu,dump_site,formal,1.0,1.0,7.03
metal,tin,20.7,3.11,clean,12,3,Nairobi,commercial,formal,1.0,1.0,17.91
organic,food_waste,25.38,2.14,clean,6,4,Nairobi,household,formal,1.0,1.0,8.33
paper,office_paper,29.77,4.71,clean,7,5,Mombasa,household,formal,1.0,1.0,8.02
paper,mixed_paper,11.6,0.65,clean,10,5,Nairobi,household,formal,1.0,1.0,5.5
metal,tin,23.21,1.33,clean,5,3,Kiambu,commercial,formal,1.0,1.0,16.52
paper,newspaper,27.54,3.54,contaminated,8,4,Nairobi,household,informal,0.0,0.7,2.5
metal,copper,34.66,7.39,mixed,8,1,Machakos,household,semi_formal,0.4545,0.9455,202.34
e_waste,batteries,3.93,19.76,contaminated,5,1,Nairobi,commercial,informal,0.0,0.95,26.32
textile,industrial_textile,29.31,8.63,mixed,2,2,Nairobi,household,semi_formal,0.4545,0.8909,5.56
plastic,PVC,25.19,1.39,clean,2,4,Mombasa,commercial,formal,1.0,1.0,9.19
paper,cardboard,16.31,0.77,contaminated,12,5,Nairobi,industrial,informal,0.0,0.7,4.86
paper,cardboard,6.34,6.07,mixed,5,0,Mombasa,household,semi_formal,0.4545,0.8364,3.48
paper,cardboard,3.9,12.9,contaminated,1,4,Nairobi,commercial,informal,0.0,0.7,6.35
paper,newspaper,15.62,8.44,clean,7,4,Nairobi,household,formal,1.0,1.0,7.21
plastic,PP,27.41,10.58,contaminated,8,5,Nairobi,dump_site,informal,0.0,0.62,4.63
metal,steel,4.77,1.01,clean,8,5,Nakuru,household,formal,1.0,1.0,32.52
paper,office_paper,87.15,22.76,clean,9,3,Kajiado,household,formal,1.0,1.0,4.44
paper,newspaper,14.66,7.87,clean,12,1,Nairobi,household,formal,1.0,1.0,5.67
e_waste,batteries,83.48,4.48,clean,6,0,Nairobi,household,formal,1.0,1.0,31.31
glass,mixed_glass,7.5,0.94,mixed,5,2,Nairobi,household,semi_formal,0.4545,0.7545,1.82
paper,office_paper,23.09,12.07,mixed,5,6,Nairobi,household,semi_formal,0.4545,0.8364,5.33
paper,office_paper,64.81,3.66,contaminated,1,1,Mombasa,dump_site,informal,0.0,0.7,3.01
paper,cardboard,15.35,1.61,clean,6,3,Kisumu,household,formal,1.0,1.0,6.54
organic,garden_waste,18.34,8.7,clean,11,6,Kiambu,commercial,formal,1.0,1.0,6.0
plastic,LDPE,51.94,1.15,clean,8,4,Nairobi,dump_site,formal,1.0,1.0,6.1
metal,tin,42.14,10.15,contaminated,6,0,Kajiado,dump_site,informal,0.0,0.9,5.89
plastic,LDPE,5.17,1.7,clean,6,4,Nairobi,household,formal,1.0,1.0,6.4
paper,cardboard,0.67,16.93,clean,6,5,Kisumu,household,formal,1.0,1.0,6.72
plastic,PVC,10.46,26.37,clean,4,0,Kiambu,household,formal,1.0,1.0,6.13
organic,garden_waste,76.5,0.36,clean,5,6,Nairobi,industrial,formal,1.0,1.0,8.09
plastic,PP,25.51,2.78,mixed,7,4,Nairobi,household,semi_formal,0.4545,0.7927,8.28
paper,mixed_paper,13.56,4.68,clean,2,0,Nairobi,commercial,formal,1.0,1.0,10.33
rubber,tyres,5.81,12.13,mixed,7,5,Kisumu,commercial,semi_formal,0.4545,0.8909,12.83
plastic,PET,11.01,1.56,clean,2,6,Nairobi,household,formal,1.0,1.0,13.96
e_waste,phones,56.07,13.61,clean,3,4,Mombasa,dump_site,formal,1.0,1.0,55.59
paper,cardboard,16.84,0.2,mixed,8,1,Kiambu,commercial,semi_formal,0.4545,0.8364,7.63
paper,mixed_paper,34.52,6.49,mixed,12,1,Kisumu,industrial,semi_formal,0.4545,0.8364,3.57
rubber,tyres,19.94,7.45,mixed,6,0,Nakuru,household,semi_formal,0.4545,0.8909,11.66
metal,copper,20.08,8.55,clean,8,1,Machakos,household,formal,1.0,1.0,331.1
metal,tin,13.37,1.04,clean,12,1,Nairobi,industrial,formal,1.0,1.0,20.94
paper,mixed_paper,36.31,6.28,clean,10,2,Eldoret,industrial,formal,1.0,1.0,4.99
paper,mixed_paper,33.5,8.42,clean,7,0,Machakos,commercial,formal,1.0,1.0,7.33
e_waste,phones,10.83,9.3,clean,4,1,Kiambu,household,formal,1.0,1.0,65.43
metal,steel_heavy,67.97,9.29,clean,1,1,Mombasa,industrial,formal,1.0,1.0,34.97
organic,garden_waste,39.55,7.07,mixed,2,4,Nairobi,household,semi_formal,0.4545,0.9182,4.79
e_waste,computers,51.19,3.98,clean,5,3,Nairobi,household,formal,1.0,1.0,75.41
paper,office_paper,58.88,3.1,clean,8,3,Nairobi,industrial,formal,1.0,1.0,9.18
paper,mixed_paper,12.27,11.67,mixed,5,6,Eldoret,commercial,semi_formal,0.4545,0.8364,3.97
e_waste,cables,46.92,5.02,clean,4,5,Nairobi,commercial,formal,1.0,1.0,45.63
plastic,LDPE,26.88,8.01,mixed,2,1,Nairobi,commercial,semi_formal,0.4545,0.7927,4.97
metal,copper,27.04,0.43,contaminated,4,5,Kiambu,commercial,informal,0.0,0.9,307.14
organic,garden_waste,24.63,20.94,mixed,1,5,Kisumu,commercial,semi_formal,0.4545,0.9182,3.87
plastic,HDPE,21.75,11.82,clean,9,2,Nairobi,commercial,formal,1.0,1.0,13.04
textile,industrial_textile,28.84,1.97,mixed,1,5,Nairobi,household,semi_formal,0.4545,0.8909,4.73
metal,steel_heavy,13.47,40.32,mixed,9,6,Mombasa,dump_site,semi_formal,0.4545,0.9455,19.52
plastic,HDPE,58.84,26.4,clean,4,4,Eldoret,industrial,formal,1.0,1.0,9.94
metal,tin,17.46,4.55,clean,8,5,Eldoret,household,formal,1.0,1.0,14.27
paper,office_paper,3.79,5.23,contaminated,8,3,Nairobi,industrial,informal,0.0,0.7,5.96
paper,mixed_paper,35.57,9.34,mixed,4,1,Eldoret,household,semi_formal,0.4545,0.8364,3.91
e_waste,phones,45.72,22.32,contaminated,4,0,Kisumu,industrial,informal,0.0,0.95,48.49
metal,steel_light,39.43,11.74,clean,3,4,Nairobi,industrial,formal,1.0,1.0,25.05
textile,industrial_textile,27.55,32.5,mixed,9,2,Nairobi,household,semi_formal,0.4545,0.8909,4.05
paper,newspaper,82.94,0.29,contaminated,1,6,Nairobi,household,informal,0.0,0.7,3.52
e_waste,mixed_ewaste,11.34,6.18,clean,6,5,Nairobi,commercial,formal,1.0,1.0,50.28
metal,steel_light,30.12,20.67,clean,2,1,Nairobi,household,formal,1.0,1.0,14.88
rubber,mixed_rubber,8.68,43.8,mixed,3,5,Kajiado,commercial,semi_formal,0.4545,0.8909,6.37
metal,steel_heavy,39.86,1.63,clean,7,6,Nairobi,industrial,formal,1.0,1.0,45.49
metal,brass,58.33,21.86,contaminated,6,0,Mombasa,household,informal,0.0,0.9,100.54
plastic,HDPE,55.62,2.94,clean,9,1,Kisumu,household,formal,1.0,1.0,8.98
paper,cardboard,9.71,9.12,clean,2,5,Nakuru,household,formal,1.0,1.0,6.74
metal,copper,28.89,0.86,clean,1,5,Kiambu,commercial,formal,1.0,1.0,363.06
metal,brass,26.81,4.98,clean,1,3,Nairobi,commercial,formal,1.0,1.0,321.87
e_waste,computers,10.81,11.01,clean,11,3,Nairobi,commercial,formal,1.0,1.0,50.24
paper,office_paper,29.79,1.48,clean,8,1,Mombasa,household,formal,1.0,1.0,7.19
glass,clear_glass,39.1,6.8,contaminated,5,5,Nairobi,commercial,informal,0.0,0.55,1.68
paper,mixed_paper,7.81,4.65,clean,10,3,Nairobi,commercial,formal,1.0,1.0,7.23
plastic,PVC,10.47,16.45,mixed,11,3,Kisumu,industrial,semi_formal,0.4545,0.7927,6.86
e_waste,batteries,53.34,4.7,clean,10,3,Nairobi,household,formal,1.0,1.0,38.86
paper,cardboard,10.16,12.44,clean,8,5,Machakos,industrial,formal,1.0,1.0,8.12
e_waste,mixed_ewaste,10.12,4.38,clean,8,1,Kiambu,industrial,formal,1.0,1.0,62.12
paper,mixed_paper,19.11,0.44,clean,3,6,Nakuru,industrial,formal,1.0,1.0,7.67
paper,cardboard,31.54,15.38,clean,10,2,Nairobi,household,formal,1.0,1.0,6.59
textile,industrial_textile,74.93,0.85,mixed,6,2,Nairobi,household,semi_formal,0.4545,0.8909,3.56
plastic,HDPE,41.97,20.18,mixed,4,5,Eldoret,dump_site,semi_formal,0.4545,0.7927,4.75
plastic,PP,40.62,2.31,mixed,11,3,Mombasa,commercial,semi_formal,0.4545,0.7927,6.55
metal,steel_heavy,50.23,12.62,clean,3,3,Nairobi,commercial,formal,1.0,1.0,34.15
plastic,PVC,28.69,0.6,mixed,8,1,Nairobi,household,semi_formal,0.4545,0.7927,6.77
plastic,PP,9.9,2.72,clean,9,1,Nakuru,household,formal,1.0,1.0,8.36
organic,garden_waste,6.01,4.67,mixed,9,2,Nairobi,household,semi_formal,0.4545,0.9182,5.1
glass,clear_glass,19.92,24.12,clean,10,4,Nairobi,household,formal,1.0,1.0,3.35
paper,mixed_paper,31.6,2.29,clean,2,2,Nairobi,commercial,formal,1.0,1.0,7.78
e_waste,computers,38.51,1.87,clean,1,1,Nairobi,household,formal,1.0,1.0,61.35
e_waste,batteries,43.0,20.43,mixed,4,5,Mombasa,household,semi_formal,0.4545,0.9727,23.07
plastic,HDPE,24.85,0.72,clean,10,3,Eldoret,dump_site,formal,1.0,1.0,8.42
plastic,mixed_plastic,7.46,2.11,clean,6,5,Nakuru,commercial,formal,1.0,1.0,10.24
paper,newspaper,44.2,0.2,clean,3,1,Machakos,household,formal,1.0,1.0,5.7
metal,steel,53.44,12.95,clean,11,2,Nairobi,commercial,formal,1.0,1.0,26.48
paper,newspaper,22.16,13.17,mixed,6,5,Nairobi,commercial,semi_formal,0.4545,0.8364,4.1
metal,steel,12.17,13.25,clean,9,5,Nairobi,household,formal,1.0,1.0,29.92
plastic,PVC,32.82,8.34,contaminated,6,5,Nairobi,household,informal,0.0,0.62,4.31
metal,copper,14.08,17.56,contaminated,12,5,Nairobi,household,informal,0.0,0.9,241.06
paper,newspaper,43.46,9.02,mixed,3,1,Mombasa,household,semi_formal,0.4545,0.8364,3.2
organic,garden_waste,14.81,13.13,mixed,1,5,Nairobi,commercial,semi_formal,0.4545,0.9182,6.6
metal,steel,46.16,15.79,clean,9,0,Kiambu,commercial,formal,1.0,1.0,29.71
metal,brass,39.34,12.48,clean,11,1,Mombasa,commercial,formal,1.0,1.0,192.22
metal,brass,41.47,8.47,contaminated,2,5,Nairobi,household,informal,0.0,0.9,146.25
metal,steel_light,53.48,25.53,mixed,6,3,Nairobi,industrial,semi_formal,0.4545,0.9455,11.7
e_waste,batteries,27.37,8.09,clean,9,5,Nairobi,household,formal,1.0,1.0,37.76
glass,clear_glass,24.67,20.35,mixed,12,6,Nairobi,household,semi_formal,0.4545,0.7545,1.88
paper,mixed_paper,24.21,13.59,clean,2,5,Kisumu,household,formal,1.0,1.0,5.82
e_waste,phones,8.88,2.21,contaminated,8,5,Nairobi,industrial,informal,0.0,0.95,103.49
plastic,LDPE,35.35,2.28,clean,10,1,Nairobi,industrial,formal,1.0,1.0,9.24
metal,steel,16.78,21.19,mixed,2,5,Nairobi,commercial,semi_formal,0.4545,0.9455,21.08
rubber,tyres,7.43,11.33,contaminated,2,1,Mombasa,dump_site,informal,0.0,0.8,6.9
e_waste,cables,9.2,9.52,clean,2,2,Kajiado,dump_site,formal,1.0,1.0,41.71
organic,garden_waste,39.21,7.82,clean,7,5,Kajiado,dump_site,formal,1.0,1.0,5.12
glass,colored_glass,15.01,18.47,clean,3,5,Kiambu,household,formal,1.0,1.0,2.33
metal,steel_heavy,23.14,23.23,mixed,5,3,Nairobi,dump_site,semi_formal,0.4545,0.9455,19.41
rubber,tyres,57.86,5.22,mixed,1,2,Nakuru,household,semi_formal,0.4545,0.8909,8.43
metal,steel_heavy,40.69,27.31,contaminated,3,4,Kisumu,household,informal,0.0,0.9,16.38
glass,colored_glass,26.93,49.12,clean,8,6,Nairobi,household,formal,1.0,1.0,1.85
glass,mixed_glass,26.86,40.3,mixed,2,2,Nairobi,household,semi_formal,0.4545,0.7545,2.03
plastic,PET,10.11,23.63,mixed,5,4,Nairobi,household,semi_formal,0.4545,0.7927,8.11
rubber,tyres,31.35,5.98,contaminated,3,0,Nairobi,household,informal,0.0,0.8,10.1
metal,aluminum,4.77,4.77,clean,11,5,Eldoret,household,formal,1.0,1.0,20.08
paper,office_paper,12.63,3.06,clean,9,6,Kisumu,household,formal,1.0,1.0,7.91
plastic,PET,49.41,11.02,mixed,10,5,Mombasa,household,semi_formal,0.4545,0.7927,7.21
e_waste,phones,71.39,19.33,clean,1,2,Kisumu,dump_site,formal,1.0,1.0,56.56
plastic,LDPE,16.31,0.2,mixed,8,3,Nairobi,household,semi_formal,0.4545,0.7927,5.12
paper,office_paper,18.26,3.08,mixed,12,4,Kiambu,commercial,semi_formal,0.4545,0.8364,7.83
metal,brass,46.96,3.82,mixed,1,3,Kajiado,household,semi_formal,0.4545,0.9455,156.96
plastic,PVC,73.03,8.11,mixed,10,3,Nairobi,commercial,semi_formal,0.4545,0.7927,5.96
e_waste,computers,24.68,5.16,clean,5,6,Mombasa,household,formal,1.0,1.0,61.49
organic,garden_waste,15.63,22.08,clean,2,4,Mombasa,industrial,formal,1.0,1.0,7.4
metal,copper,43.79,1.97,clean,2,4,Kiambu,household,formal,1.0,1.0,360.57
paper,office_paper,58.28,5.95,clean,5,4,Nairobi,household,formal,1.0,1.0,4.52
e_waste,cables,4.54,2.25,clean,2,6,Nakuru,commercial,formal,1.0,1.0,81.57
e_waste,batteries,7.28,4.81,clean,8,2,Nairobi,commercial,formal,1.0,1.0,56.92
plastic,HDPE,12.71,11.84,mixed,10,6,Nakuru,household,semi_formal,0.4545,0.7927,6.36
e_waste,phones,48.84,0.87,clean,1,6,Nairobi,dump_site,formal,1.0,1.0,66.82
metal,tin,44.48,11.88,mixed,9,3,Nairobi,household,semi_formal,0.4545,0.9455,10.09
e_waste,mixed_ewaste,49.25,2.78,contaminated,1,1,Mombasa,commercial,informal,0.0,0.95,35.44
plastic,PVC,16.4,15.02,contaminated,11,6,Nairobi,commercial,informal,0.0,0.62,4.4
rubber,mixed_rubber,14.58,12.63,mixed,11,0,Eldoret,household,semi_formal,0.4545,0.8909,5.03
metal,aluminum,13.85,5.92,clean,4,1,Machakos,industrial,formal,1.0,1.0,19.5
plastic,PET,5.05,4.94,mixed,12,0,Nairobi,household,semi_formal,0.4545,0.7927,8.71
metal,aluminum,38.03,11.33,mixed,11,6,Mombasa,household,semi_formal,0.4545,0.9455,13.95
organic,food_waste,28.68,7.58,mixed,3,4,Nairobi,industrial,semi_formal,0.4545,0.9182,6.65
metal,steel,33.35,19.68,mixed,12,3,Kisumu,dump_site,semi_formal,0.4545,0.9455,13.79
paper,cardboard,18.2,8.31,mixed,3,0,Mombasa,commercial,semi_formal,0.4545,0.8364,5.47
glass,clear_glass,27.17,1.65,mixed,12,6,Kisumu,commercial,semi_formal,0.4545,0.7545,2.14
plastic,PP,61.33,13.74,clean,5,1,Kisumu,industrial,formal,1.0,1.0,11.21
glass,colored_glass,29.27,1.13,clean,5,0,Nairobi,household,formal,1.0,1.0,2.26
plastic,HDPE,99.39,32.22,mixed,1,3,Mombasa,industrial,semi_formal,0.4545,0.7927,9.66
e_waste,cables,4.77,4.48,clean,8,4,Mombasa,household,formal,1.0,1.0,65.03
rubber,tyres,15.27,4.39,clean,11,5,Kisumu,household,formal,1.0,1.0,11.68
e_waste,computers,16.12,6.27,clean,11,3,Nairobi,household,formal,1.0,1.0,53.21
e_waste,cables,30.0,2.84,clean,3,6,Mombasa,commercial,formal,1.0,1.0,64.44
rubber,tyres,63.44,2.34,mixed,3,6,Kiambu,commercial,semi_formal,0.4545,0.8909,13.92
