waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,price_per_kg
plastic,HDPE,9.451,1.326,0.7513,4,4,0.5501,23.68
paper,cardboard,0.304,13.247,0.3541,11,0,0.5658,8.05
textile,industrial_textile,3.85,2.027,0.8973,12,2,0.342,9.1
plastic,PVC,1.044,24.455,0.4765,3,3,0.7693,7.36
plastic,PVC,20.967,8.314,0.5378,4,2,0.2913,8.93
plastic,HDPE,2.804,34.674,0.6171,12,1,0.2418,17.34
e_waste,phones,18.35,9.704,0.7425,1,5,0.4588,112.71
organic,food_waste,1.04,0.287,0.9149,7,4,0.54,5.68
glass,clear_glass,7.162,14.334,0.5223,2,3,0.2935,6.71
plastic,PET,4.525,32.72,0.8355,6,2,0.6459,27.67
e_waste,computers,123.579,5.307,0.5265,1,0,0.5646,82.53
paper,cardboard,18.421,11.145,0.6147,2,4,0.7292,10.54
plastic,PET,17.059,7.154,0.9474,5,1,0.492,29.27
plastic,PP,51.079,1.084,0.6481,1,2,0.1121,12.25
metal,aluminum,6.3,1.61,0.8657,10,6,0.4891,151.63
paper,mixed_paper,3.977,0.619,0.7765,7,4,0.6695,10.19
rubber,tyres,3.469,12.208,0.8178,6,4,0.5215,21.49
paper,cardboard,6.642,8.22,0.9525,6,1,0.5217,14.56
paper,cardboard,0.161,0.1,0.6131,11,3,0.5438,13.38
glass,mixed_glass,4.494,10.375,0.7396,11,0,0.5254,4.1
glass,clear_glass,5.883,0.993,0.6377,1,1,0.256,9.69
plastic,PP,3.717,17.558,0.788,9,5,0.5061,12.1
metal,steel,0.714,23.716,0.988,6,3,0.6391,37.35
plastic,HDPE,3.744,0.117,0.4761,10,4,0.473,18
paper,newspaper,0.711,6.603,0.6206,10,5,0.6779,6.89
e_waste,cables,37.657,5.932,0.5389,9,6,0.2843,71.5
metal,steel,3.291,2.856,0.8917,9,0,0.8925,39.91
paper,newspaper,0.377,29.987,0.8991,3,4,0.098,7.58
plastic,PET,3.498,4.282,0.766,11,6,0.5233,32.65
metal,brass,13.124,0.768,0.8788,9,1,0.2663,337.76
paper,cardboard,5.536,13.282,0.8474,4,6,0.7568,11.38
textile,industrial_textile,1.497,5.842,0.8156,3,4,0.4104,8.11
metal,aluminum,1.986,7.294,0.5794,7,2,0.2098,109.58
organic,food_waste,3.177,4.214,0.9175,5,5,0.1214,4.07
paper,newspaper,2.644,5.674,0.9576,9,6,0.382,7.46
organic,food_waste,0.989,4.415,0.7213,5,0,0.4374,3.66
plastic,PP,4.133,5.041,0.6894,3,4,0.2676,15.78
plastic,PET,0.904,0.885,0.5096,5,6,0.2831,20.32
plastic,HDPE,13.997,6.259,0.6462,10,4,0.1297,18.01
plastic,PET,16.205,3.601,0.9148,10,3,0.6259,32.97
textile,industrial_textile,1.345,0.1,0.8802,4,0,0.4869,7.07
e_waste,computers,1.897,5.427,0.7678,10,3,0.2861,105.64
metal,steel,2.698,2.553,0.895,2,6,0.4173,25.32
metal,copper,4.315,16.673,0.6036,12,5,0.5705,592.88
metal,copper,6.1,1.841,0.8377,10,3,0.2114,668.28
metal,aluminum,7.812,10.059,0.8501,1,2,0.5472,108.68
organic,food_waste,7.596,3.775,0.7385,9,5,0.5625,4.8
metal,aluminum,28.923,0.1,0.8948,6,6,0.1937,108.56
e_waste,batteries,4.818,5.054,0.8709,11,2,0.79,76.12
plastic,PET,0.939,5.685,0.8945,3,5,0.5317,31.14
rubber,tyres,0.65,6.488,0.7683,11,2,0.711,25.63
plastic,mixed_plastic,31.911,12.863,0.6328,11,5,0.6177,11.92
paper,newspaper,8.261,7.694,0.6169,4,6,0.6261,7.55
textile,industrial_textile,5.742,1.114,0.8298,6,4,0.3469,9.84
plastic,PP,7.681,12.002,0.4883,8,3,0.4941,13.46
plastic,PP,5.432,14.556,0.9025,3,2,0.3355,13.36
paper,newspaper,7.537,9.349,0.8566,12,0,0.1312,7.79
paper,cardboard,2.866,37.234,0.9669,3,0,0.4733,10.48
textile,clothes,15.899,23.053,0.6102,3,5,0.5914,12.31
organic,food_waste,2.387,17.37,0.8724,7,4,0.2948,3.93
paper,newspaper,1.516,18.332,0.6186,6,1,0.3616,4.8
rubber,mixed_rubber,0.589,10.333,0.6988,1,3,0.392,10.13
metal,aluminum,3.369,13.215,0.5985,11,6,0.3189,129.32
organic,food_waste,20.512,2.251,0.7545,3,4,0.6744,4.05
plastic,PET,2.589,3.922,0.7474,2,6,0.1661,24.38
paper,cardboard,0.857,1.071,0.7163,7,0,0.2261,12.14
plastic,PET,6.308,1.031,0.5443,12,0,0.7507,28.31
plastic,PP,2.052,2.43,0.4787,1,4,0.7763,14.43
e_waste,batteries,28.729,4.56,0.9643,6,4,0.7895,63.86
plastic,PVC,16.273,1.219,0.8455,11,4,0.4764,10.51
metal,brass,0.975,0.461,0.7804,11,6,0.4287,424
glass,colored_glass,3.638,9.367,0.5905,3,0,0.2229,6.03
plastic,PET,1.811,3.381,0.8006,8,6,0.685,33.57
paper,cardboard,1.113,13.557,0.797,11,0,0.4993,11.42
glass,colored_glass,4.191,5.789,0.952,9,3,0.4809,7.86
textile,clothes,11.964,5.538,0.8339,8,5,0.3679,16.7
plastic,mixed_plastic,4.063,0.787,0.8939,10,4,0.4746,13.76
rubber,tyres,2.412,1.509,0.5727,6,1,0.699,21.33
organic,food_waste,0.317,2.671,0.8197,1,4,0.7378,3.89
glass,mixed_glass,2.016,4.631,0.7164,8,6,0.495,6.95
paper,newspaper,8.69,7.784,0.9647,8,1,0.3659,9.86
e_waste,phones,0.896,15.63,0.9149,11,6,0.4641,137.96
organic,garden_waste,20.886,2.948,0.8941,12,4,0.4579,7.85
paper,newspaper,2.225,3.291,0.9088,5,0,0.4676,9.63
rubber,mixed_rubber,5.655,3.57,0.7457,12,2,0.4566,12.17
textile,clothes,2.776,15.183,0.5943,1,6,0.6467,14.1
paper,cardboard,1.092,20.3,0.8444,12,2,0.4457,13.46
e_waste,phones,7.602,23.555,0.8231,2,6,0.3458,126.85
metal,aluminum,2.187,5.402,0.7371,8,2,0.3954,115.38
e_waste,batteries,1.649,1.791,0.5213,9,2,0.4078,49.73
organic,garden_waste,0.259,4.701,0.8303,8,5,0.5855,7.06
plastic,PET,21.396,4.491,0.3924,12,5,0.6756,26.15
plastic,PVC,4.515,1.091,0.9772,7,1,0.637,13.4
paper,newspaper,16.91,8.666,0.841,2,5,0.8116,8.26
textile,industrial_textile,9.433,9.042,0.5097,8,1,0.2937,7.6
paper,office_paper,16.907,4.336,0.8172,4,6,0.2898,13.96
textile,clothes,2.277,5.899,0.8298,8,0,0.2838,10.57
paper,office_paper,0.863,3.079,0.6279,5,4,0.3078,14.35
plastic,PET,11.192,8.248,0.8832,1,1,0.7322,25.8
textile,clothes,5.24,0.713,0.7637,8,4,0.2536,18.15
metal,steel,2.561,6.305,0.7297,2,6,0.28,29.28
paper,newspaper,10.927,0.849,0.7753,4,4,0.4049,9.44
plastic,PP,6.487,0.1,0.7348,8,3,0.6907,16.97
plastic,PVC,9.648,4.531,0.3843,11,5,0.3994,7.26
plastic,PET,1.314,16.655,0.7761,4,1,0.6456,29.63
paper,office_paper,14.485,4.28,0.6513,4,3,0.6718,14.87
metal,brass,4.457,10.804,0.7385,4,6,0.6574,419.73
paper,cardboard,16.475,2.21,0.6715,7,2,0.5044,13.86
plastic,HDPE,14.324,20.057,0.8279,3,0,0.1946,20.37
plastic,PET,10.212,2.381,0.6747,7,3,0.7704,31.37
paper,cardboard,3.922,11.861,0.6358,10,3,0.3226,12.24
rubber,tyres,10.501,1.381,0.8731,1,5,0.5059,15.54
paper,newspaper,16.995,42.4,0.9401,12,5,0.7324,9.51
plastic,HDPE,9.282,12.104,0.8577,7,2,0.3517,23.3
metal,steel,5.715,30.451,0.6308,8,5,0.6978,34.44
textile,clothes,10.53,15.356,0.6509,8,1,0.4333,15.89
organic,garden_waste,2.385,5.428,0.6495,12,1,0.5249,5.9
organic,garden_waste,27.572,12.312,0.8086,8,4,0.9434,7.71
textile,clothes,0.596,5.303,0.6856,11,4,0.5695,22
metal,brass,4.671,7.683,0.7072,4,5,0.4528,347.77
rubber,tyres,2.753,1.201,0.6556,3,4,0.8091,22.78
plastic,HDPE,2.077,26.133,0.2662,8,0,0.3851,14.35
organic,food_waste,6.464,10.648,0.6361,2,4,0.733,3.56
organic,food_waste,1.161,0.634,0.6293,2,3,0.7133,4.22
textile,clothes,59.283,12.547,0.8337,3,1,0.3568,17.74
paper,cardboard,0.885,6.526,0.6249,4,2,0.8443,10.87
organic,food_waste,1.431,7.86,0.7236,2,5,0.5556,3.04
plastic,HDPE,1.278,9.35,0.6827,9,1,0.6698,24.01
metal,aluminum,5.687,1.711,0.7636,7,3,0.6764,130.68
paper,office_paper,15.142,8.93,0.5573,3,0,0.8878,14.06
metal,brass,8.425,15.461,0.3616,4,5,0.3928,276.56
glass,clear_glass,26.228,7.889,0.6198,12,1,0.8499,10.77
paper,newspaper,1.661,2.249,0.8313,11,6,0.7539,11.34
plastic,PP,9.88,12.603,0.6406,2,6,0.5005,13.76
paper,cardboard,3.114,17.165,0.5079,8,5,0.3201,10.59
glass,clear_glass,5.893,24.396,0.4431,4,2,0.2408,7.36
glass,clear_glass,16.953,34.012,0.9107,5,5,0.5445,10.72
e_waste,batteries,0.588,26.87,0.9363,8,0,0.5635,80.65
plastic,PET,48.872,10.567,0.6339,12,2,0.6626,23.23
organic,food_waste,3.765,2.15,0.3409,7,0,0.3214,3.73
glass,clear_glass,0.652,11.413,0.7668,12,0,0.7993,8.91
plastic,PET,1.951,0.239,0.6151,10,2,0.4238,25.24
paper,office_paper,5.067,14.617,0.4083,10,4,0.2337,12.21
paper,cardboard,1.951,21.837,0.7926,10,6,0.4104,8.88
paper,newspaper,0.384,0.1,0.9446,10,0,0.7499,8.18
plastic,HDPE,5.034,22.488,0.8282,4,2,0.3368,16.13
plastic,HDPE,1.885,3.768,0.7936,12,4,0.6161,25.15
plastic,HDPE,9.79,6.528,0.6894,12,1,0.5401,22.37
plastic,PVC,1.244,0.204,0.6886,8,5,0.5212,8.3
plastic,PVC,67.615,8.847,0.8404,9,3,0.7066,10.03
organic,garden_waste,8.301,0.84,0.5695,11,3,0.8117,6.42
metal,aluminum,5.675,2.163,0.9341,2,0,0.496,127.39
paper,office_paper,9.466,16.605,0.4659,1,1,0.9482,10.45
glass,colored_glass,0.504,14.845,0.6498,12,6,0.324,6.45
metal,aluminum,2.469,10.605,0.8697,7,6,0.4775,128.44
plastic,mixed_plastic,38.078,4.65,0.7952,9,3,0.5118,11.6
plastic,PET,3.052,12.461,0.3584,7,4,0.6357,21.55
plastic,PET,4.156,2.12,0.5803,7,3,0.7432,30.47
metal,steel,2.56,9.245,0.9037,1,3,0.1057,23.56
paper,newspaper,25.982,0.576,0.5394,4,4,0.3402,5.93
paper,cardboard,3.342,7.709,0.6017,2,3,0.6294,11.53
metal,aluminum,0.998,5.853,0.5475,6,0,0.5556,97.99
rubber,tyres,98.946,0.839,0.7671,1,0,0.2304,18.6
paper,cardboard,0.861,2.803,0.7199,10,5,0.4207,12.99
metal,steel,3.987,11.162,0.5919,4,5,0.6128,21.33
paper,cardboard,1.632,1.043,0.6129,9,1,0.2244,9.09
e_waste,batteries,1.931,11.659,0.784,1,0,0.6391,68.77
e_waste,phones,1.256,2.648,0.8196,1,1,0.2131,126.5
e_waste,computers,2.344,1.923,0.6169,6,4,0.5238,95.95
plastic,PVC,14.597,19.916,0.928,10,4,0.8139,8.07
paper,mixed_paper,0.457,3.133,0.7211,10,1,0.456,9.57
organic,food_waste,20.348,10.232,0.7803,7,1,0.8869,5.51
paper,newspaper,16.545,3.023,0.8851,8,1,0.7514,11.42
rubber,tyres,8.255,8.455,0.7637,9,3,0.1348,16.72
paper,office_paper,5.214,11.453,0.6437,9,1,0.8117,12.61
paper,office_paper,6.246,1.389,0.8389,9,3,0.2359,16.05
paper,cardboard,24.732,1.461,0.641,1,0,0.7167,11.98
paper,newspaper,0.552,3.072,0.7988,6,6,0.6688,9.26
organic,food_waste,10.727,4.36,0.988,11,6,0.5768,5.77
plastic,PET,1.831,0.56,0.7479,6,2,0.2637,28.09
metal,aluminum,12.072,5.193,0.6741,2,5,0.6885,116.71
metal,steel,2.146,2.974,0.6223,8,3,0.5979,32.29
organic,food_waste,10.467,3.827,0.7985,4,0,0.4044,4.52
metal,aluminum,0.699,10.783,0.8775,7,1,0.2191,112.51
rubber,tyres,0.588,41.82,0.8757,7,0,0.3314,15.73
organic,garden_waste,3.913,9.146,0.5924,9,4,0.253,5.01
paper,newspaper,25.094,7.882,0.8784,12,5,0.5492,9.82
organic,food_waste,8.53,10.996,0.7249,9,4,0.5855,3.91
rubber,tyres,8.457,15.327,0.5427,12,0,0.4524,22.23
plastic,PVC,12.582,7.5,0.535,1,1,0.5194,6.42
metal,tin,2.783,9.63,0.6484,10,3,0.368,28.67
plastic,PP,9.327,5.895,0.9872,6,1,0.1415,15.47
metal,steel,2.235,5.297,0.8151,9,0,0.6353,31.15
plastic,PET,3.075,2.502,0.7511,2,2,0.3625,26.75
e_waste,phones,3.569,3.999,0.9186,7,4,0.2744,142.8
paper,cardboard,2.329,15.888,0.7954,1,0,0.5161,12.05
metal,brass,4.14,6.629,0.5956,8,6,0.5328,324.99
plastic,HDPE,3.302,1.169,0.7266,3,3,0.2536,16.37
glass,colored_glass,1.917,5.118,0.792,2,1,0.3887,3.73
paper,newspaper,3.786,17.929,0.8417,1,0,0.5823,5.09
metal,steel,5.4,2.169,0.7025,4,6,0.2102,23.31
paper,office_paper,1.197,10.673,0.6295,12,4,0.5347,14.5
plastic,PET,7.396,27.966,0.7832,12,6,0.51,26.01
paper,newspaper,2.478,3.637,0.9023,1,5,0.5587,8.07
textile,clothes,5.685,5.184,0.7868,12,6,0.4195,14.5
plastic,PP,2.017,12.448,0.8826,8,6,0.5489,18.01
glass,clear_glass,15.809,1.903,0.9175,4,5,0.886,13.96
plastic,mixed_plastic,14.116,13.69,0.4358,12,5,0.2488,6.31
e_waste,phones,1.272,3.347,0.798,3,5,0.3352,123.31
plastic,HDPE,8.415,0.1,0.7663,3,1,0.4326,20.85
paper,office_paper,25.42,29.553,0.4993,3,4,0.5512,13.94
paper,office_paper,1.436,4.539,0.7865,2,6,0.6936,14.8
plastic,HDPE,1.58,5.809,0.9314,6,6,0.3321,21.82
paper,mixed_paper,10.827,2.23,0.4407,2,0,0.3514,6.22
paper,office_paper,0.934,3.199,0.4777,3,0,0.8011,14.48
metal,copper,1.763,6.283,0.9459,5,1,0.5894,697.79
rubber,tyres,1.326,23.362,0.5139,8,5,0.3715,10.6
paper,office_paper,10.99,6.848,0.563,11,2,0.373,14.01
textile,industrial_textile,1.952,1.156,0.6698,1,4,0.7978,11.49
paper,cardboard,3.185,9.968,0.653,8,0,0.2783,9.19
plastic,PET,1.826,14.025,0.7282,2,0,0.6692,25.55
plastic,HDPE,17.783,15.767,0.736,12,5,0.6986,24.42
paper,cardboard,1.598,10.505,0.692,4,2,0.3618,9.88
paper,newspaper,0.828,4.267,0.7565,11,0,0.8137,8.79
organic,food_waste,0.79,4.769,0.6481,10,1,0.3207,3.74
glass,clear_glass,10.303,2.054,0.943,4,2,0.7562,11.85
metal,steel,11.235,3,0.5488,4,2,0.5953,27.33
paper,cardboard,20.051,12.281,0.6831,4,6,0.1289,10.77
paper,cardboard,0.987,11.086,0.6244,6,1,0.3287,8.53
metal,steel,3.396,12.557,0.8225,6,4,0.7327,32.45
plastic,PP,82.497,10.302,0.4624,8,1,0.6226,15.59
plastic,PET,3.118,4.69,0.4857,6,3,0.2548,20.58
paper,cardboard,2.279,1.773,0.6838,10,2,0.47,9.54
plastic,PVC,4.37,2.589,0.1716,6,2,0.6638,6.82
glass,clear_glass,8.465,0.83,0.4472,4,4,0.3345,9.31
plastic,PET,8.297,3.294,0.8857,4,4,0.7131,30.04
plastic,HDPE,2.144,16.775,0.7502,9,0,0.6327,19.31
textile,clothes,2.221,6.751,0.7679,2,1,0.7393,13.05
rubber,mixed_rubber,3.14,0.703,0.46,4,1,0.4361,8.41
paper,office_paper,1.866,2.119,0.8673,4,6,0.7608,15.7
paper,newspaper,1.018,2.303,0.7414,8,2,0.7572,9.81
e_waste,cables,39.234,7.81,0.7069,2,4,0.466,65.11
plastic,PET,2.75,8.312,0.7718,6,3,0.0866,26.97
paper,office_paper,2.944,5.762,0.7813,9,2,0.6926,14.38
plastic,PVC,3.056,26.175,0.9461,12,0,0.456,9.57
paper,mixed_paper,4.069,4.311,0.6727,6,3,0.624,7.74
rubber,tyres,7.551,11.241,0.9018,12,6,0.6601,23.9
e_waste,phones,2.565,5.813,0.7964,8,6,0.5619,110.48
rubber,tyres,17.588,4.112,0.9618,10,2,0.4925,25.14
e_waste,batteries,9.183,7.718,0.5883,3,3,0.779,63.72
metal,aluminum,3.564,2.244,0.8341,11,2,0.3372,127.02
e_waste,mixed_ewaste,2.015,3.026,0.8835,4,6,0.8152,83.35
glass,clear_glass,16.476,12.737,0.7113,2,3,0.845,10.09
paper,office_paper,3.69,22.691,0.8374,1,6,0.4779,10.34
plastic,HDPE,1.009,11.894,0.7002,8,5,0.4432,19.93
metal,steel,15.261,7.466,0.2842,8,2,0.2998,16.24
plastic,PP,1.875,3.837,0.5959,3,3,0.3615,12.37
paper,cardboard,12.708,1.668,0.6031,11,3,0.2163,13.76
plastic,HDPE,0.219,2.655,0.4502,4,1,0.592,15.93
metal,aluminum,2.879,4.657,0.8252,8,5,0.3352,136.96
plastic,PET,18.029,16.34,0.6771,7,3,0.2342,25.23
plastic,HDPE,4.509,0.4,0.595,8,1,0.3472,21.1
paper,cardboard,9.187,5.624,0.523,9,3,0.66,12.6
plastic,HDPE,1.518,16.742,0.8144,12,5,0.173,21.29
rubber,tyres,6.802,21.32,0.8495,9,2,0.2477,14.43
paper,cardboard,4.502,21.712,0.7609,11,4,0.8031,15.5
paper,office_paper,6.001,1.728,0.4226,11,6,0.7063,15.9
plastic,PP,51.787,3.211,0.7157,5,2,0.7771,21.07
organic,food_waste,21.445,17.491,0.7118,7,6,0.2475,4.31
metal,steel,11.593,8.469,0.7074,3,2,0.3849,28.36
paper,cardboard,11.77,1.926,0.7025,12,3,0.2296,14.35
plastic,mixed_plastic,1.505,9.586,0.7734,12,5,0.5718,11.99
e_waste,computers,2.546,5.219,0.7017,11,0,0.6619,85.24
textile,clothes,0.712,9.893,0.526,9,4,0.3614,11.86
paper,cardboard,0.977,9.25,0.6915,11,3,0.4332,11.19
plastic,HDPE,1.547,6.423,0.6171,10,4,0.3779,17.33
plastic,PP,4.328,2.04,0.8559,3,6,0.3014,17.28
plastic,PVC,1.03,5.976,0.5042,4,3,0.621,5.7
e_waste,phones,4.276,5.786,0.9169,7,6,0.223,161.15
rubber,tyres,3.725,20.845,0.6983,6,3,0.1583,14.18
rubber,mixed_rubber,1.149,2.775,0.7169,9,1,0.8798,12.21
organic,food_waste,27.958,7.922,0.6561,9,4,0.6758,3.73
plastic,HDPE,0.914,7.454,0.717,12,1,0.5386,21.91
rubber,tyres,17.129,22.984,0.5193,10,6,0.5779,14.86
paper,mixed_paper,0.3,1.363,0.8296,1,1,0.5404,7.29
paper,cardboard,3.778,0.839,0.8811,5,3,0.447,14.95
glass,clear_glass,1.065,11.721,0.6438,4,5,0.1941,6.91
plastic,PP,2.043,3.905,0.7138,8,0,0.6306,18.32
organic,food_waste,39.338,0.143,0.5483,5,3,0.7856,5.22
rubber,tyres,2.955,18.031,0.9228,12,3,0.4408,24.91
e_waste,phones,1.191,27.326,0.6999,4,2,0.811,140
organic,garden_waste,8.046,9.084,0.6242,6,4,0.502,5.08
paper,newspaper,2.924,13.87,0.8816,10,2,0.6177,8.25
plastic,PET,5.37,8.951,0.536,5,2,0.2216,20.83
organic,food_waste,1.496,7.582,0.9946,1,1,0.5653,3.16
metal,steel,1.587,2.544,0.7564,4,4,0.6484,27.48
textile,clothes,1.742,1.29,0.7743,5,6,0.2634,13.81
plastic,PET,11.683,1.486,0.9669,8,1,0.5814,29.21
paper,office_paper,3.414,3.934,0.7198,9,2,0.7303,11.49
paper,newspaper,1.274,3.124,0.4617,7,1,0.5895,9.9
glass,colored_glass,5.442,2.671,0.7877,5,1,0.4758,7.11
organic,food_waste,4.93,5.704,0.8129,7,6,0.3301,5.31
rubber,mixed_rubber,8.92,11.247,0.8162,2,4,0.6704,12.76
plastic,PP,2.514,0.713,0.5809,3,6,0.1279,12.95
paper,newspaper,4.083,6.246,0.5955,8,4,0.7955,9.2
plastic,PET,7.434,0.915,0.7201,11,4,0.8737,29.76
plastic,PET,1.335,13.594,0.5775,7,5,0.4291,29.12
paper,office_paper,12.981,6.477,0.9329,1,4,0.1783,12.04
metal,aluminum,4.571,24.515,0.7066,12,5,0.7955,133.77
paper,newspaper,1.196,5.588,0.8625,4,2,0.5971,9.37
paper,newspaper,1.185,4.872,0.6825,9,0,0.3657,7.24
metal,tin,3.978,1.533,0.6383,11,3,0.4026,30.47
organic,food_waste,2.316,7.545,0.8841,12,0,0.4056,3.63
plastic,PET,11.084,14.681,0.8259,2,0,0.742,30.75
paper,newspaper,3.177,10.898,0.7916,3,0,0.5974,7.29
e_waste,phones,6.447,4.005,0.7178,8,0,0.0896,121.44
e_waste,phones,1.619,16.284,0.6428,10,4,0.7124,109.12
organic,garden_waste,4.36,7.688,0.6684,11,4,0.6634,6.57
plastic,mixed_plastic,21.729,8.152,0.859,7,6,0.5757,14.23
metal,steel,3.752,30.301,0.691,2,2,0.7096,23.77
textile,industrial_textile,2.308,1.01,0.7683,9,2,0.5285,10.81
paper,mixed_paper,1.59,8.98,0.8041,9,3,0.5595,7.55
paper,cardboard,4.382,8.884,0.5491,6,5,0.4061,7.93
rubber,tyres,24.317,11.409,0.4119,8,6,0.9342,19.35
plastic,HDPE,0.873,4.65,0.8414,3,5,0.491,23.46
e_waste,phones,4.221,15.189,0.9483,10,3,0.2421,130.78
organic,food_waste,0.573,30.74,0.5097,1,6,0.1857,1.59
plastic,PP,2.739,16.473,0.8256,11,1,0.5695,15.75
e_waste,cables,6.143,15.222,0.7379,11,3,0.5816,76.77
paper,mixed_paper,0.673,3.15,0.725,9,1,0.8431,9.16
organic,food_waste,2.628,15.749,0.7655,10,1,0.3334,2.47
textile,clothes,6.351,38.747,0.5788,11,2,0.8678,10.85
organic,food_waste,5.245,12.861,0.8376,2,5,0.3646,3.12
plastic,PP,6.731,5.004,0.701,7,2,0.5871,16.07
e_waste,phones,1.392,15.453,0.397,8,5,0.6554,95.88
textile,clothes,6.348,10.686,0.7681,12,4,0.7074,16.79
metal,steel,2.181,1.778,0.8546,9,4,0.6571,37.59
metal,steel,10.557,1.164,0.8519,8,1,0.3241,29.93
plastic,PP,0.28,20.172,0.5525,7,6,0.6439,12.91
organic,garden_waste,3.166,11.817,0.8224,2,1,0.6677,5.87
plastic,PET,5.046,2.831,0.8628,4,2,0.5322,30.49
paper,cardboard,22.631,9.911,0.8529,6,5,0.5101,14.79
textile,clothes,4.974,14.21,0.6296,11,4,0.3854,10.08
textile,clothes,5.618,2.362,0.6141,11,2,0.209,15.09
rubber,tyres,7.033,1.165,0.8137,8,1,0.7678,27.56
paper,cardboard,20.16,4.155,0.7956,2,3,0.7824,10.22
plastic,mixed_plastic,2.834,13.891,0.7921,9,3,0.5404,9.47
paper,cardboard,0.832,0.301,0.9131,6,0,0.1367,11.74
plastic,HDPE,0.661,7.354,0.5693,8,1,0.5641,23.06
organic,garden_waste,9.945,11.29,0.7127,6,1,0.5988,6.15
metal,steel,5.858,1.408,0.6847,9,1,0.2746,30.02
paper,cardboard,3.295,13.877,0.5362,3,2,0.2808,11.53
plastic,PET,2.218,5.598,0.986,2,0,0.4585,19
paper,newspaper,5.568,6.277,0.8279,3,4,0.3458,9.23
organic,food_waste,5.764,1.637,0.5086,12,4,0.1176,3.53
e_waste,computers,7.971,4.556,0.8119,1,1,0.1973,66.4
plastic,PP,1.185,8.395,0.9439,4,6,0.6088,15.86
plastic,PVC,0.539,10.082,0.6695,5,4,0.1423,5.65
paper,newspaper,1.497,8.369,0.7279,11,2,0.693,9.22
plastic,PP,0.886,8.56,0.7399,5,1,0.2915,14.68
textile,industrial_textile,0.832,2.861,0.6469,11,3,0.696,10.85
glass,clear_glass,29.479,1.181,0.9421,12,6,0.3441,12.2
plastic,PET,0.295,3.802,0.9697,8,0,0.5465,29.48
organic,garden_waste,7.875,1.638,0.8712,5,0,0.6044,5.18
paper,cardboard,13.308,3.857,0.9383,8,2,0.2377,12.11
plastic,HDPE,14.658,4.613,0.6627,9,6,0.5214,21.64
metal,steel,6.251,15.774,0.7347,2,1,0.5183,29.42
plastic,PET,21.843,0.401,0.7048,10,5,0.5453,34.67
paper,mixed_paper,38.095,10.298,0.7804,6,4,0.4081,7.17
organic,food_waste,3.118,20.782,0.4631,11,1,0.5003,2.95
textile,clothes,7.667,13.237,0.7598,8,6,0.6558,16.22
paper,newspaper,20.717,20.048,0.4569,11,1,0.5711,6.9
metal,steel,1.593,4.748,0.5457,1,3,0.4909,21.26
plastic,HDPE,3.34,2.705,0.9166,1,4,0.3752,20.47
metal,aluminum,2.115,4.183,0.7409,2,4,0.2902,89.2
plastic,PP,7.793,8.115,0.6818,11,5,0.5,17.56
metal,steel,0.459,13.676,0.8589,12,4,0.4841,33.79
plastic,HDPE,25.127,0.516,0.8171,12,4,0.84,27.06
textile,clothes,8.504,7.051,0.6975,4,1,0.2193,14.49
textile,industrial_textile,9.097,0.889,0.5637,4,2,0.4606,9.59
paper,mixed_paper,0.263,2.408,0.8331,5,2,0.4181,7.07
e_waste,computers,1.286,4.46,0.723,10,2,0.5792,106.36
plastic,PET,26.804,18.883,0.7939,4,0,0.2131,22.77
e_waste,batteries,3.622,5.089,0.553,7,0,0.8125,62.24
plastic,HDPE,0.566,6.737,0.4726,8,3,0.5674,20.16
plastic,PET,5.847,6.663,0.8633,5,5,0.3983,23.39
glass,clear_glass,10.125,0.967,0.8127,6,6,0.4083,12.08
paper,cardboard,8.481,12.203,0.8335,8,6,0.2227,11.52
metal,steel,3.742,2.987,0.6879,10,3,0.6525,33.79
metal,aluminum,17.508,4.465,0.8056,3,6,0.6441,135.98
plastic,PET,1.93,21.28,0.7899,7,3,0.9597,35.74
plastic,PP,8.569,1.408,0.8395,2,3,0.4681,16.38
metal,aluminum,5.27,7.391,0.6904,1,1,0.7666,111.94
metal,aluminum,3.82,4.23,0.604,8,4,0.7569,129.22
plastic,HDPE,2.844,5.571,0.9695,6,2,0.816,25.4
paper,newspaper,2.967,7.52,0.8411,4,3,0.6805,8.79
metal,aluminum,4.659,12.354,0.8871,1,6,0.0884,106.46
glass,mixed_glass,3.154,10.078,0.656,12,3,0.7815,5.99
organic,food_waste,10.801,2.442,0.5528,10,2,0.4101,2.7
paper,cardboard,2.356,29.662,0.7351,12,4,0.2811,8.8
metal,steel,29.428,3.638,0.8704,2,5,0.4633,31.76
metal,steel,2.233,1.579,0.6914,1,4,0.6053,23.67
paper,cardboard,13.519,2.004,0.376,3,0,0.4871,12.01
plastic,PVC,14.237,0.1,0.724,2,1,0.3711,9.15
plastic,PET,5.469,1.011,0.3593,6,0,0.6767,27.12
organic,garden_waste,4.914,1.531,0.8185,8,6,0.4153,7.89
plastic,PVC,1.869,7.97,0.798,3,2,0.7044,9.48
metal,steel,2.41,15.324,0.8819,5,3,0.4593,32.65
metal,steel,5.834,0.274,0.8984,7,6,0.8581,40.65
paper,newspaper,4.245,10.287,0.7312,4,6,0.4659,6.78
organic,food_waste,18.536,1.431,0.7132,6,1,0.547,5.18
glass,mixed_glass,2.597,2.259,0.8932,8,6,0.7366,7.01
