waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,county,collection_point,quality_grade,price_per_kg
paper,office_paper,2.51,4.3,0.5593,12,2,0.2661,Nairobi,commercial,fair,12.14
textile,clothes,1.92,0.45,0.6876,6,2,0.372,Kisumu,household,fair,10.3
plastic,PP,50.26,0.81,0.5941,3,6,0.4769,Mombasa,household,fair,15.77
metal,steel,4.31,8.27,0.861,9,3,0.7036,Nairobi,commercial,excellent,32.95
plastic,PVC,11.32,12.7,0.7032,5,2,0.5263,Mombasa,industrial,good,7.72
organic,garden_waste,18.5,10.6,0.9651,6,0,0.7841,Mombasa,household,excellent,8.07
organic,garden_waste,42.08,8.88,0.7284,9,1,0.5484,Kisumu,household,good,6.36
glass,clear_glass,8.99,12.71,0.792,7,1,0.609,Mombasa,commercial,good,7.52
paper,office_paper,5.44,5.77,0.7507,6,4,0.4587,Nairobi,household,good,14.08
plastic,PET,7.64,5.11,0.7649,3,0,0.4518,Nairobi,commercial,good,39.48
plastic,PP,17.85,6.2,0.6583,3,5,0.1986,Nairobi,commercial,fair,14.18
paper,mixed_paper,2.73,2.0,0.5482,2,3,0.532,Nakuru,commercial,fair,6.77
metal,brass,7.21,5.22,0.785,3,2,0.225,Mombasa,commercial,good,321.66
e_waste,computers,19.93,6.8,0.2128,6,5,0.3242,Nairobi,commercial,poor,54.29
e_waste,computers,19.5,11.06,0.7176,7,2,0.4958,Nairobi,industrial,good,109.08
e_waste,cables,5.44,0.72,0.4748,3,4,0.5223,Nakuru,household,poor,51.35
plastic,PP,1.8,8.23,0.6593,12,4,0.6118,Nairobi,household,fair,14.44
plastic,PET,46.97,20.79,0.9257,11,6,0.6613,Nairobi,commercial,excellent,30.7
plastic,mixed_plastic,36.93,18.15,0.7083,2,6,0.4121,Nakuru,commercial,good,9.1
paper,mixed_paper,20.77,9.15,0.3765,4,1,0.4567,Nairobi,household,poor,5.73
paper,cardboard,200.0,1.29,0.6458,2,5,0.5535,Mombasa,household,fair,14.31
plastic,PET,29.06,7.44,0.8476,8,1,0.8033,Nairobi,dump_site,good,35.01
glass,colored_glass,12.45,6.04,0.4573,3,0,0.253,Eldoret,dump_site,poor,2.96
paper,office_paper,3.09,7.89,0.7262,8,3,0.7186,Nairobi,commercial,good,20.33
plastic,PVC,28.15,21.42,0.9238,11,5,0.6004,Kisumu,commercial,excellent,7.12
paper,newspaper,3.49,10.49,0.6382,10,2,0.3615,Nairobi,dump_site,fair,5.98
metal,copper,5.85,1.73,0.9356,1,1,0.3067,Eldoret,dump_site,excellent,396.48
plastic,HDPE,39.84,6.72,0.8902,3,4,0.6295,Mombasa,commercial,excellent,32.99
metal,aluminum,176.37,8.73,0.791,10,0,0.3605,Nairobi,household,good,94.18
e_waste,cables,47.41,5.65,0.6553,4,3,0.4931,Nairobi,commercial,fair,61.38
paper,mixed_paper,10.1,11.87,0.562,8,2,0.3725,Kisumu,industrial,fair,7.35
organic,garden_waste,15.86,4.71,0.8036,6,0,0.3926,Eldoret,household,good,5.04
plastic,PVC,48.26,2.39,0.9197,6,6,0.2295,Kisumu,household,excellent,8.37
e_waste,computers,1.97,7.83,0.5366,5,0,0.424,Nairobi,dump_site,fair,60.73
plastic,PVC,35.62,7.73,0.8255,9,4,0.52,Kisumu,household,good,7.54
paper,newspaper,0.89,14.84,0.7766,6,4,0.5224,Nairobi,industrial,good,9.78
e_waste,phones,3.58,6.68,0.674,8,0,0.1524,Eldoret,household,fair,69.55
paper,mixed_paper,7.99,8.64,0.7053,2,6,0.5702,Nairobi,household,good,8.22
plastic,mixed_plastic,9.41,23.69,0.6229,12,2,0.7158,Nakuru,commercial,fair,8.57
e_waste,mixed_ewaste,24.67,7.69,0.7767,12,1,0.2652,Nakuru,industrial,good,47.81
e_waste,batteries,36.63,4.07,0.728,10,6,0.5447,Kisumu,commercial,good,39.31
e_waste,cables,3.01,10.28,0.7051,9,4,0.2409,Nairobi,commercial,good,76.16
plastic,PVC,5.21,0.99,0.8838,12,0,0.745,Nairobi,industrial,excellent,12.75
plastic,HDPE,45.04,7.49,0.9139,3,3,0.5693,Nairobi,dump_site,excellent,23.24
paper,cardboard,30.42,3.54,0.6405,6,6,0.5537,Nakuru,dump_site,fair,8.59
paper,newspaper,2.12,10.93,0.6179,9,5,0.4591,Nairobi,dump_site,fair,6.16
plastic,mixed_plastic,7.82,15.92,0.7224,5,5,0.374,Mombasa,commercial,good,9.09
plastic,PP,14.23,1.03,0.712,7,1,0.5202,Kisumu,household,good,16.99
organic,food_waste,35.03,7.44,0.741,6,4,0.297,Eldoret,dump_site,good,3.39
paper,office_paper,2.75,0.94,0.585,2,1,0.5804,Nairobi,industrial,fair,14.73
paper,cardboard,1.13,1.43,0.8609,10,6,0.3699,Nairobi,commercial,excellent,15.36
metal,tin,55.87,0.74,0.3437,8,0,0.4372,Nakuru,commercial,poor,16.19
glass,mixed_glass,9.6,5.07,0.7906,3,6,0.5503,Nairobi,commercial,good,5.19
rubber,tyres,60.25,10.67,0.5782,2,3,0.4741,Mombasa,industrial,fair,20.06
glass,clear_glass,19.62,5.03,0.8098,1,4,0.3864,Nairobi,household,good,7.8
metal,aluminum,17.41,13.77,0.8526,10,0,0.397,Nairobi,industrial,excellent,109.67
plastic,HDPE,7.56,4.94,0.5713,12,5,0.8069,Nairobi,household,fair,26.47
organic,garden_waste,23.62,0.23,0.7114,9,1,0.7377,Nairobi,commercial,good,8.02
plastic,PET,13.11,6.12,0.8565,10,2,0.4558,Nakuru,commercial,excellent,25.17
plastic,PVC,1.07,14.17,0.4084,10,2,0.5328,Nairobi,industrial,poor,7.48
metal,copper,27.57,1.25,0.6658,6,0,0.6208,Nairobi,household,fair,504.9
paper,newspaper,28.22,2.8,0.4781,9,0,0.4407,Kisumu,household,poor,6.76
metal,steel,28.66,5.02,0.8763,12,6,0.3766,Nairobi,dump_site,excellent,25.8
metal,copper,38.07,7.21,0.7693,3,6,0.4407,Nairobi,commercial,good,537.16
glass,mixed_glass,13.93,6.61,0.8873,8,5,0.3995,Mombasa,commercial,excellent,5.03
paper,cardboard,103.13,3.67,0.9003,11,1,0.5426,Nakuru,industrial,excellent,14.91
metal,copper,19.23,7.44,0.4589,6,6,0.761,Nairobi,household,poor,434.08
e_waste,phones,11.2,14.3,0.4869,7,1,0.4213,Nairobi,commercial,poor,83.68
e_waste,cables,6.59,4.65,0.8413,12,3,0.3429,Nakuru,commercial,good,59.89
plastic,PET,5.04,10.62,0.8265,9,5,0.6971,Eldoret,industrial,good,29.76
paper,cardboard,24.09,2.58,0.9309,5,5,0.4726,Nakuru,industrial,excellent,14.26
plastic,HDPE,73.51,7.1,0.8343,2,4,0.4957,Nairobi,industrial,good,31.97
textile,clothes,11.57,22.7,0.6637,5,5,0.5639,Nairobi,household,fair,10.72
organic,food_waste,34.49,9.32,0.6767,8,0,0.3955,Nairobi,commercial,fair,5.84
plastic,PP,3.94,10.57,0.4824,3,6,0.2018,Nairobi,commercial,poor,11.17
metal,brass,104.42,16.98,0.2943,10,6,0.7997,Nairobi,household,poor,208.3
paper,cardboard,21.53,3.46,0.5234,8,4,0.5126,Nairobi,household,fair,14.3
glass,mixed_glass,23.01,8.24,0.8317,7,0,0.7809,Nairobi,commercial,good,6.03
plastic,HDPE,20.8,7.21,0.744,10,4,0.3072,Nairobi,household,good,21.01
plastic,mixed_plastic,23.26,7.78,0.6664,2,2,0.3427,Mombasa,commercial,fair,11.74
metal,copper,25.09,0.55,0.7405,8,2,0.4347,Kisumu,industrial,good,543.51
glass,mixed_glass,27.81,1.36,0.9554,7,2,0.5878,Nairobi,commercial,excellent,6.44
plastic,PP,26.11,0.96,0.5112,6,5,0.5032,Mombasa,industrial,fair,16.66
paper,office_paper,36.81,0.66,0.6442,3,6,0.3909,Kisumu,household,fair,12.45
metal,brass,15.6,5.41,0.7931,5,2,0.4647,Eldoret,household,good,222.27
paper,office_paper,10.82,7.1,0.7913,11,5,0.6494,Nairobi,commercial,good,14.82
plastic,mixed_plastic,35.82,6.92,0.895,5,6,0.8204,Nairobi,commercial,excellent,14.98
e_waste,cables,34.35,5.51,0.8339,1,5,0.4578,Nakuru,commercial,good,62.87
plastic,PP,15.26,13.42,0.5458,6,3,0.4366,Nairobi,household,fair,12.09
paper,office_paper,47.63,5.83,0.6321,3,2,0.3709,Eldoret,commercial,fair,13.33
paper,newspaper,1.54,1.91,0.7938,5,2,0.6618,Nairobi,commercial,good,8.74
paper,newspaper,1.17,22.13,0.6045,8,6,0.6789,Eldoret,household,fair,4.71
textile,clothes,21.16,2.15,0.8042,11,0,0.3042,Nairobi,dump_site,good,11.68
e_waste,computers,12.17,1.08,0.7042,2,2,0.6089,Nairobi,commercial,good,107.74
paper,mixed_paper,8.31,7.42,0.7235,5,4,0.525,Nairobi,dump_site,good,6.66
paper,newspaper,35.29,7.29,0.6193,6,0,0.5606,Nairobi,commercial,fair,7.97
plastic,PET,55.04,6.09,0.837,10,1,0.4073,Kisumu,dump_site,good,24.8
rubber,tyres,34.13,1.15,0.8465,8,0,0.3281,Nairobi,household,good,23.1
organic,garden_waste,15.37,13.63,0.7979,4,1,0.7081,Nairobi,household,good,6.58
paper,mixed_paper,8.98,11.11,0.8613,4,4,0.8074,Mombasa,household,excellent,8.19
plastic,PET,21.11,2.82,0.8929,11,3,0.3933,Nairobi,household,excellent,32.28
rubber,mixed_rubber,16.05,0.31,0.8938,1,3,0.3822,Kisumu,commercial,excellent,14.22
plastic,PP,44.2,8.62,0.7777,11,5,0.6707,Nairobi,industrial,good,17.67
plastic,HDPE,30.67,22.44,0.6229,3,0,0.663,Nairobi,commercial,fair,21.67
paper,mixed_paper,11.88,0.71,0.6506,1,0,0.3046,Nairobi,household,fair,6.76
paper,mixed_paper,4.43,21.63,0.7555,9,5,0.8261,Nairobi,household,good,7.03
paper,office_paper,78.29,6.53,0.8924,3,1,0.5481,Mombasa,commercial,excellent,17.4
e_waste,cables,57.36,2.39,0.4749,8,5,0.4875,Mombasa,household,poor,61.31
organic,food_waste,1.72,4.3,0.9392,4,0,0.6376,Kisumu,commercial,excellent,5.38
rubber,mixed_rubber,0.56,15.07,0.849,1,3,0.6078,Mombasa,commercial,good,12.33
e_waste,batteries,26.92,5.88,0.6078,9,6,0.3391,Nairobi,household,fair,49.84
glass,colored_glass,2.74,3.53,0.8525,4,6,0.5797,Nairobi,commercial,excellent,7.31
plastic,mixed_plastic,38.55,11.38,0.8846,5,2,0.4802,Eldoret,household,excellent,9.91
metal,tin,40.79,13.16,0.9789,7,5,0.2863,Nakuru,industrial,excellent,24.13
plastic,PET,9.17,28.47,0.4836,7,3,0.593,Nairobi,industrial,poor,25.27
plastic,PVC,86.22,8.75,0.5934,6,0,0.7659,Nairobi,industrial,fair,11.79
plastic,PVC,7.47,2.2,0.8686,6,3,0.2024,Nairobi,industrial,excellent,11.17
paper,cardboard,23.84,4.94,0.4547,7,5,0.4843,Nairobi,dump_site,poor,9.2
metal,aluminum,8.84,13.73,0.7678,3,5,0.2974,Kisumu,industrial,good,90.5
plastic,HDPE,33.31,0.58,0.7958,6,3,0.2533,Nairobi,commercial,good,27.73
glass,colored_glass,11.24,4.39,0.9197,3,6,0.596,Eldoret,commercial,excellent,5.67
paper,office_paper,35.83,5.56,0.7619,4,6,0.8611,Nairobi,industrial,good,19.39
metal,tin,8.87,4.7,0.7232,8,5,0.4353,Nairobi,household,good,19.25
paper,mixed_paper,22.29,8.06,0.8497,10,0,0.503,Mombasa,household,good,8.58
metal,tin,9.85,16.87,0.6537,8,4,0.6765,Nakuru,commercial,fair,16.97
e_waste,mixed_ewaste,30.89,8.95,0.7054,1,4,0.5826,Mombasa,industrial,good,59.81
plastic,PET,9.79,29.42,0.6249,7,4,0.2622,Nairobi,industrial,fair,26.0
plastic,PP,12.8,2.21,0.5833,12,4,0.7925,Kisumu,household,fair,13.36
paper,newspaper,3.65,2.52,0.5312,12,5,0.5233,Nairobi,dump_site,fair,6.46
metal,brass,10.21,2.88,0.5423,7,5,0.5011,Mombasa,commercial,fair,246.34
e_waste,phones,13.56,4.67,0.7469,6,3,0.563,Nairobi,dump_site,good,107.86
plastic,mixed_plastic,1.88,2.93,0.5875,5,5,0.4995,Nairobi,household,fair,11.77
paper,cardboard,46.73,1.7,0.9413,1,0,0.3811,Kisumu,dump_site,excellent,13.04
metal,aluminum,6.07,2.58,0.9267,3,3,0.5846,Nairobi,industrial,excellent,143.62
metal,copper,56.73,4.24,0.7438,5,0,0.5722,Nairobi,household,good,461.95
plastic,mixed_plastic,70.03,3.61,0.8895,12,2,0.5484,Nairobi,industrial,excellent,16.5
e_waste,computers,8.98,3.19,0.8799,3,2,0.3512,Nairobi,dump_site,excellent,88.1
plastic,mixed_plastic,2.1,4.01,0.8368,10,6,0.7181,Nairobi,industrial,good,15.1
plastic,PET,12.21,18.8,0.7788,9,2,0.6727,Nairobi,commercial,good,35.92
metal,tin,94.85,4.96,0.7618,5,1,0.5507,Nairobi,industrial,good,22.58
plastic,mixed_plastic,17.45,12.92,0.923,10,0,0.4682,Mombasa,commercial,excellent,12.64
plastic,PET,15.87,0.38,0.9331,10,0,0.4741,Nairobi,industrial,excellent,48.16
plastic,PP,59.61,4.44,0.9113,7,4,0.6605,Nairobi,household,excellent,21.61
plastic,PP,18.11,6.58,0.4751,2,0,0.4438,Nairobi,industrial,poor,16.55
plastic,mixed_plastic,18.28,0.79,0.6992,5,4,0.2564,Nairobi,industrial,fair,13.22
paper,cardboard,32.08,5.19,0.5993,1,4,0.5892,Nairobi,commercial,fair,15.71
metal,brass,13.42,0.36,0.8466,12,3,0.6977,Nakuru,household,good,236.76
rubber,tyres,44.21,2.46,0.9768,3,5,0.5366,Nairobi,dump_site,excellent,21.06
plastic,PET,13.33,2.74,0.4437,5,5,0.5343,Nairobi,commercial,poor,22.41
paper,cardboard,13.13,25.63,0.8166,9,2,0.3814,Mombasa,commercial,good,14.12
plastic,HDPE,29.64,3.73,0.8557,6,0,0.3025,Kisumu,household,excellent,23.33
organic,garden_waste,32.73,2.37,0.5629,2,3,0.4484,Nakuru,household,fair,6.08
paper,office_paper,86.01,2.1,0.5617,12,2,0.0891,Eldoret,commercial,fair,10.39
plastic,PET,1.62,14.1,0.9038,8,4,0.3114,Nairobi,household,excellent,31.59
plastic,PP,2.03,10.08,0.466,12,1,0.6394,Nairobi,dump_site,poor,11.9
paper,mixed_paper,3.84,0.99,0.8478,12,2,0.3122,Nairobi,household,good,8.73
plastic,PVC,71.66,5.76,0.4738,11,3,0.6923,Nairobi,household,poor,5.56
organic,garden_waste,15.31,5.01,0.7222,8,0,0.7098,Mombasa,household,good,8.14
metal,brass,81.31,3.78,0.7253,1,3,0.4629,Nairobi,household,good,274.6
plastic,HDPE,12.42,10.14,0.9843,11,1,0.4042,Nairobi,household,excellent,23.58
metal,aluminum,96.59,6.68,0.4803,5,6,0.6378,Kisumu,household,poor,73.09
plastic,PVC,13.5,0.8,0.7839,9,5,0.6943,Nairobi,commercial,good,9.83
metal,tin,17.46,4.23,0.4056,2,5,0.2779,Nakuru,industrial,poor,14.48
metal,brass,53.51,3.66,0.4169,1,4,0.3963,Kisumu,commercial,poor,211.78
paper,mixed_paper,7.12,3.23,0.7602,2,5,0.669,Nakuru,commercial,good,7.14
paper,mixed_paper,3.54,10.52,0.7643,2,4,0.4856,Kisumu,dump_site,good,5.55
plastic,mixed_plastic,26.66,2.72,0.6874,8,3,0.7328,Mombasa,dump_site,fair,11.01
glass,mixed_glass,28.83,2.9,0.7517,11,4,0.4114,Kisumu,household,good,3.23
plastic,PVC,36.62,1.53,0.5644,10,3,0.4903,Nairobi,commercial,fair,7.44
paper,mixed_paper,17.59,6.71,0.8815,9,6,0.64,Nairobi,household,excellent,9.57
metal,copper,144.56,4.36,0.7364,10,1,0.7208,Nairobi,dump_site,good,462.97
metal,tin,3.17,13.67,0.9834,8,1,0.3522,Nairobi,commercial,excellent,28.23
rubber,mixed_rubber,21.16,1.44,0.668,11,0,0.7579,Mombasa,commercial,fair,11.13
paper,mixed_paper,23.5,2.53,0.7364,10,4,0.4283,Eldoret,industrial,good,6.62
metal,copper,8.08,3.51,0.8748,4,0,0.522,Nairobi,household,excellent,506.14
metal,brass,19.87,0.71,0.9256,12,5,0.4337,Nairobi,household,excellent,360.84
paper,newspaper,54.5,2.65,0.6357,7,1,0.1556,Nairobi,household,fair,8.68
plastic,PVC,3.18,7.24,0.7903,7,2,0.4734,Nairobi,commercial,good,12.47
paper,mixed_paper,21.16,5.42,0.7075,7,4,0.597,Nairobi,industrial,good,11.52
e_waste,batteries,1.05,6.86,0.95,10,5,0.4064,Nairobi,commercial,excellent,55.83
metal,steel,3.55,4.24,0.8336,6,2,0.7101,Nairobi,dump_site,good,28.37
rubber,mixed_rubber,18.34,15.28,0.9194,5,0,0.5452,Nairobi,industrial,excellent,15.6
glass,clear_glass,12.53,12.38,0.5545,2,3,0.5638,Eldoret,household,fair,5.19
textile,clothes,6.29,6.8,0.9385,12,6,0.5249,Kisumu,commercial,excellent,12.3
paper,office_paper,13.76,14.64,0.8456,5,6,0.5359,Nairobi,commercial,good,15.85
plastic,PET,2.94,10.99,0.7798,4,1,0.1786,Eldoret,household,good,19.97
textile,clothes,27.65,6.12,0.3682,9,4,0.165,Nairobi,commercial,poor,10.47
organic,food_waste,18.03,14.06,0.6735,5,5,0.354,Nairobi,commercial,fair,4.97
paper,mixed_paper,18.57,4.65,0.7248,7,2,0.6761,Nakuru,industrial,good,8.12
metal,tin,58.42,10.14,0.5874,12,4,0.2902,Nairobi,household,fair,19.54
metal,brass,35.92,5.31,0.8167,1,4,0.4051,Eldoret,industrial,good,284.53
organic,food_waste,45.91,9.11,0.3277,7,3,0.6334,Eldoret,industrial,poor,3.98
metal,tin,4.79,1.3,0.7992,11,1,0.6043,Nairobi,industrial,good,24.69
paper,newspaper,10.09,13.47,0.3179,1,5,0.5585,Eldoret,commercial,poor,5.74
organic,garden_waste,4.97,13.37,0.8491,6,3,0.4843,Nakuru,household,good,4.6
organic,food_waste,102.23,0.7,0.7115,10,2,0.4351,Nairobi,commercial,good,6.66
glass,mixed_glass,13.39,3.69,0.4715,7,4,0.3909,Mombasa,household,poor,3.26
plastic,PP,18.76,0.24,0.9343,5,3,0.7132,Nairobi,commercial,excellent,21.93
plastic,PET,35.87,3.85,0.8042,3,1,0.2103,Nakuru,commercial,good,25.76
metal,steel,17.38,8.03,0.7212,6,1,0.5437,Nairobi,household,good,27.61
paper,newspaper,9.09,7.65,0.6349,12,2,0.3851,Nairobi,commercial,fair,8.04
paper,office_paper,8.86,3.53,0.9096,9,6,0.7058,Nakuru,industrial,excellent,16.77
metal,tin,54.71,14.7,0.3744,5,5,0.7196,Nairobi,commercial,poor,15.97
plastic,PP,3.21,4.28,0.9271,6,0,0.5709,Kisumu,household,excellent,14.27
plastic,mixed_plastic,9.07,2.41,0.6217,6,2,0.2973,Nairobi,commercial,fair,10.75
metal,tin,7.79,2.41,0.8105,2,3,0.3773,Nairobi,industrial,good,24.92
organic,food_waste,126.43,5.34,0.7113,3,1,0.4245,Kisumu,commercial,good,6.02
paper,newspaper,7.64,7.63,0.9874,2,4,0.5429,Nakuru,commercial,excellent,9.71
paper,cardboard,8.82,0.83,0.7034,12,3,0.5444,Nairobi,household,good,13.68
metal,copper,9.56,11.56,0.8318,10,6,0.4732,Nairobi,industrial,good,459.67
metal,tin,21.05,1.77,0.6521,3,4,0.672,Nairobi,dump_site,fair,19.55
plastic,PP,9.08,14.18,0.9433,2,6,0.2712,Nairobi,household,excellent,16.4
paper,office_paper,25.35,3.41,0.7193,12,1,0.4557,Nairobi,household,good,13.77
paper,mixed_paper,16.22,1.73,0.5021,5,5,0.3552,Kisumu,commercial,fair,5.13
glass,clear_glass,34.35,6.63,0.5335,4,5,0.2436,Nairobi,dump_site,fair,4.99
plastic,PP,6.09,3.59,0.6521,12,2,0.407,Mombasa,commercial,fair,14.77
paper,office_paper,10.11,2.37,0.723,11,1,0.5628,Nairobi,household,good,13.3
plastic,PP,6.52,29.41,0.6498,10,4,0.3651,Nairobi,dump_site,fair,9.45
plastic,HDPE,6.05,0.23,0.9033,10,4,0.4946,Nairobi,dump_site,excellent,21.92
e_waste,mixed_ewaste,33.59,3.74,0.7461,10,1,0.289,Eldoret,commercial,good,52.44
paper,office_paper,40.42,2.17,0.4399,2,3,0.2809,Nairobi,commercial,poor,13.85
plastic,mixed_plastic,28.87,0.71,0.7669,6,2,0.3207,Nakuru,commercial,good,9.36
metal,steel,23.24,20.25,0.9865,4,1,0.858,Mombasa,dump_site,excellent,22.96
rubber,mixed_rubber,61.33,10.82,0.8219,10,3,0.3411,Mombasa,industrial,good,10.26
textile,clothes,31.61,12.83,0.6369,12,0,0.499,Nairobi,commercial,fair,13.98
paper,cardboard,38.06,1.53,0.893,2,2,0.349,Eldoret,industrial,excellent,16.21
plastic,PP,16.37,0.75,0.7528,2,5,0.5989,Nairobi,industrial,good,19.67
plastic,HDPE,15.05,1.42,0.6884,1,4,0.414,Nairobi,dump_site,fair,20.58
paper,mixed_paper,18.99,0.8,0.6112,10,6,0.1637,Kisumu,commercial,fair,6.18
e_waste,cables,0.73,2.07,0.7551,4,3,0.2891,Nakuru,commercial,good,59.44
metal,aluminum,28.06,0.9,0.5755,11,0,0.2167,Eldoret,household,fair,59.69
plastic,PVC,37.46,1.73,0.7639,4,6,0.4299,Nakuru,dump_site,good,6.43
organic,food_waste,10.69,1.49,0.7373,8,0,0.5007,Kisumu,industrial,good,6.17
plastic,HDPE,1.2,9.95,0.692,6,1,0.4073,Nairobi,household,fair,22.48
paper,office_paper,6.49,4.15,0.4352,8,6,0.745,Nairobi,household,poor,13.14
paper,newspaper,73.43,12.09,0.7637,12,1,0.3907,Nairobi,household,good,8.33
paper,office_paper,18.29,1.5,0.7734,3,3,0.6649,Nairobi,commercial,good,20.86
plastic,PP,25.66,1.41,0.8205,5,6,0.4137,Nairobi,commercial,good,18.98
textile,clothes,28.61,0.55,0.5313,6,2,0.6083,Nairobi,household,fair,12.05
metal,tin,6.42,10.15,0.6615,7,2,0.6505,Mombasa,household,fair,19.23
plastic,mixed_plastic,19.98,10.92,0.8072,12,5,0.3475,Nairobi,commercial,good,11.02
plastic,HDPE,4.57,10.06,0.9673,6,5,0.4365,Eldoret,commercial,excellent,24.74
plastic,PET,52.6,12.12,0.8835,5,1,0.2805,Eldoret,household,excellent,23.02
plastic,PVC,43.98,3.68,0.8197,11,4,0.4497,Nairobi,household,good,8.53
metal,steel,4.3,17.38,0.5356,6,5,0.641,Nairobi,commercial,fair,22.17
e_waste,cables,53.31,0.53,0.512,6,6,0.1603,Mombasa,industrial,fair,60.0
plastic,PVC,11.64,0.73,0.7794,8,4,0.3519,Nakuru,commercial,good,8.13
rubber,mixed_rubber,96.57,2.72,0.6518,5,2,0.2594,Nairobi,commercial,fair,13.67
plastic,PP,32.42,3.89,0.8081,12,2,0.6628,Nairobi,household,good,19.14
glass,clear_glass,12.29,13.73,0.8911,12,0,0.7608,Nairobi,commercial,excellent,9.03
organic,food_waste,65.86,7.03,0.9847,6,3,0.3863,Nairobi,industrial,excellent,6.75
e_waste,batteries,51.65,13.02,0.8136,2,3,0.427,Nairobi,industrial,good,71.91
plastic,PET,27.48,3.5,0.6181,11,4,0.5626,Nairobi,dump_site,fair,21.65
paper,cardboard,34.48,1.57,0.8114,5,3,0.5967,Nakuru,industrial,good,12.78
plastic,PP,7.83,7.22,0.8317,12,1,0.5607,Kisumu,household,good,11.84
plastic,PET,0.88,6.11,0.9486,12,4,0.6097,Kisumu,dump_site,excellent,25.06
paper,cardboard,28.2,7.96,0.7917,8,0,0.5262,Mombasa,industrial,good,15.24
plastic,PP,13.85,0.33,0.735,10,3,0.6933,Kisumu,household,good,15.3
plastic,mixed_plastic,12.11,26.61,0.7987,12,6,0.3709,Nairobi,industrial,good,10.1
plastic,mixed_plastic,2.48,7.7,0.7739,5,6,0.9033,Nairobi,commercial,good,15.45
metal,steel,47.75,0.43,0.8626,5,2,0.3699,Nakuru,household,excellent,23.8
organic,food_waste,32.66,11.29,0.6042,12,6,0.4035,Mombasa,household,fair,3.89
glass,clear_glass,16.89,1.97,0.9601,3,1,0.5034,Mombasa,industrial,excellent,12.15
glass,clear_glass,1.28,10.8,0.3239,5,6,0.6527,Nairobi,dump_site,poor,4.95
plastic,HDPE,13.08,5.76,0.7853,11,0,0.5074,Mombasa,commercial,good,21.64
metal,tin,12.64,1.7,0.9246,5,3,0.7721,Nairobi,household,excellent,29.21
paper,cardboard,23.38,5.42,0.4554,12,0,0.3801,Mombasa,household,poor,9.94
organic,food_waste,1.25,16.66,0.8962,11,6,0.5392,Mombasa,commercial,excellent,5.17
glass,mixed_glass,15.42,6.27,0.6915,9,4,0.9003,Nairobi,industrial,fair,5.29
textile,clothes,7.87,0.54,0.813,4,0,0.7529,Nairobi,commercial,good,12.89
metal,copper,22.2,4.32,0.827,4,0,0.5725,Nakuru,commercial,good,421.36
e_waste,phones,32.99,3.45,0.7043,5,0,0.293,Eldoret,household,good,76.66
e_waste,computers,12.74,9.89,0.933,5,2,0.6199,Nairobi,commercial,excellent,107.65
metal,steel,1.95,5.71,0.8867,8,2,0.2073,Nairobi,commercial,excellent,31.85
paper,mixed_paper,31.93,3.07,0.5375,1,5,0.4273,Nairobi,commercial,fair,8.52
metal,tin,52.67,4.92,0.8428,9,3,0.5162,Nairobi,industrial,good,29.11
plastic,PP,54.18,1.69,0.8647,5,4,0.6407,Mombasa,household,excellent,17.59
metal,steel,48.4,0.43,0.7952,12,0,0.516,Mombasa,dump_site,good,26.0
glass,mixed_glass,22.72,4.21,0.5883,3,0,0.6097,Nairobi,industrial,fair,4.4
plastic,PVC,19.33,22.94,0.824,7,2,0.3857,Mombasa,household,good,8.03
paper,newspaper,1.89,18.59,0.6725,6,0,0.4065,Nairobi,household,fair,6.15
plastic,PVC,0.95,8.38,0.496,11,6,0.398,Mombasa,household,poor,5.41
plastic,HDPE,12.7,0.29,0.5281,6,4,0.5779,Mombasa,dump_site,fair,14.68
metal,copper,10.52,0.25,0.7835,3,1,0.5397,Eldoret,commercial,good,457.82
paper,office_paper,22.99,0.3,0.8871,4,6,0.6746,Kisumu,commercial,excellent,16.71
plastic,mixed_plastic,6.17,1.4,0.3623,9,4,0.3229,Kisumu,household,poor,6.99
e_waste,mixed_ewaste,46.35,0.74,0.9316,4,0,0.672,Nairobi,household,excellent,59.34
e_waste,batteries,30.79,11.59,0.4932,2,1,0.4783,Eldoret,commercial,poor,39.55
paper,mixed_paper,18.77,16.2,0.73,6,1,0.6235,Nairobi,dump_site,good,6.93
plastic,PET,5.51,0.97,0.9536,3,0,0.5587,Nairobi,commercial,excellent,43.53
e_waste,mixed_ewaste,12.24,16.14,0.9272,1,1,0.5683,Mombasa,dump_site,excellent,58.69
organic,food_waste,5.04,0.59,0.6959,10,0,0.4699,Mombasa,household,fair,4.75
paper,cardboard,10.2,1.88,0.7837,4,0,0.6371,Eldoret,commercial,good,12.0
plastic,PVC,28.84,10.99,0.5192,9,4,0.4968,Nairobi,household,fair,7.48
e_waste,phones,54.59,4.03,0.5779,2,5,0.4938,Nairobi,household,fair,89.41
plastic,PET,10.11,4.33,0.5431,3,4,0.3528,Mombasa,dump_site,fair,22.74
plastic,PP,25.88,9.32,0.8087,7,2,0.9116,Kisumu,industrial,good,19.0
e_waste,phones,7.24,0.28,0.5767,7,6,0.6771,Nairobi,household,fair,103.58
metal,steel,39.85,4.04,0.7222,7,4,0.2993,Kisumu,household,good,23.72
plastic,mixed_plastic,47.84,5.11,0.5694,7,2,0.5578,Mombasa,household,fair,9.2
