waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,price_per_kg
paper,mixed_paper,32.1,1.55,0.8269,11,2,0.3046,8.16
e_waste,phones,2.11,2.11,0.776,8,3,0.3861,134.16
plastic,HDPE,27.3,5.36,0.8203,1,2,0.3894,38.81
paper,cardboard,19.32,6.44,0.3997,8,1,0.571,12.69
metal,steel,50.29,2.49,0.8178,12,2,0.4028,30.0
textile,clothes,11.07,14.42,0.7388,9,5,0.6852,13.2
metal,steel,66.6,22.31,0.846,4,0,0.4987,21.43
plastic,PET,21.73,4.52,0.7725,8,6,0.6585,32.27
plastic,PET,11.69,26.28,0.5893,3,2,0.3876,30.87
e_waste,cables,5.98,1.14,0.6114,11,2,0.3286,66.8
glass,clear_glass,11.32,1.21,0.6941,11,3,0.5865,6.17
metal,copper,3.29,1.82,0.3771,7,6,0.1192,502.26
metal,tin,6.02,5.66,0.8586,2,5,0.7472,20.14
e_waste,computers,8.75,5.66,0.762,5,5,0.7197,110.0
plastic,PP,15.63,11.26,0.8827,2,1,0.4728,19.88
metal,aluminum,9.47,8.68,0.8338,10,6,0.5252,106.6
rubber,tyres,35.77,7.39,0.3283,9,4,0.3635,19.27
metal,steel,60.34,10.6,0.8281,4,0,0.7286,27.54
paper,cardboard,38.46,3.39,0.7888,11,2,0.3604,11.83
plastic,PET,16.77,6.78,0.7209,10,5,0.5142,23.89
glass,mixed_glass,25.26,0.71,0.8597,12,3,0.6623,6.44
e_waste,phones,2.68,2.65,0.6078,4,4,0.2833,67.92
plastic,PP,27.43,5.27,0.7417,3,2,0.1404,12.87
paper,mixed_paper,134.3,11.02,0.8987,6,0,0.3427,9.92
organic,garden_waste,44.39,0.25,0.7571,4,6,0.6816,6.41
e_waste,batteries,8.39,10.52,0.6071,9,5,0.3444,51.57
plastic,PP,17.13,2.78,0.8755,6,1,0.7006,20.44
plastic,PVC,19.13,0.27,0.8069,8,1,0.3133,8.25
organic,food_waste,49.8,0.23,0.8708,3,3,0.5501,5.84
metal,aluminum,12.88,8.37,0.2922,2,5,0.5668,90.16
metal,aluminum,14.94,1.28,0.7264,12,0,0.3039,126.12
plastic,PET,31.18,15.48,0.7633,6,4,0.2672,43.93
e_waste,cables,2.83,15.43,0.4931,2,5,0.3433,54.47
metal,steel,61.31,16.28,0.5064,10,3,0.1297,17.2
plastic,PET,28.55,2.6,0.945,2,0,0.4173,30.13
paper,office_paper,13.79,1.86,0.6896,12,0,0.5506,12.27
metal,tin,7.25,7.09,0.6153,5,1,0.4433,20.02
plastic,PET,13.33,2.34,0.6998,6,6,0.5348,35.13
plastic,mixed_plastic,23.52,9.31,0.6567,4,3,0.7716,11.3
plastic,PET,27.78,0.53,0.3778,2,1,0.185,25.05
rubber,mixed_rubber,11.98,11.67,0.906,5,6,0.6289,10.16
metal,steel,33.43,4.42,0.4862,5,5,0.3538,22.47
e_waste,mixed_ewaste,13.08,28.9,0.5519,6,1,0.3096,77.99
plastic,mixed_plastic,22.86,17.75,0.9421,6,4,0.4719,12.36
metal,steel,50.31,6.37,0.6439,8,2,0.6963,38.02
metal,steel,40.42,6.15,0.8196,1,0,0.5519,30.89
paper,cardboard,40.07,2.05,0.9133,5,0,0.2033,16.2
plastic,HDPE,30.25,3.7,0.8411,11,3,0.5063,30.24
plastic,PET,20.31,6.46,0.6829,12,5,0.479,38.77
textile,industrial_textile,58.06,14.95,0.619,7,6,0.5966,8.24
plastic,mixed_plastic,52.92,0.59,0.8878,5,4,0.6881,21.33
textile,clothes,9.76,7.11,0.8892,5,6,0.4167,12.91
metal,steel,41.34,2.77,0.9482,10,1,0.5969,21.44
metal,tin,5.98,4.14,0.6761,5,1,0.42,24.39
paper,newspaper,46.13,10.47,0.4937,12,0,0.4096,5.97
plastic,PET,18.16,16.48,0.734,1,1,0.3005,27.82
metal,tin,6.75,5.85,0.7555,8,5,0.5752,31.16
metal,brass,8.12,7.42,0.9006,7,1,0.3123,296.35
metal,aluminum,13.01,0.74,0.4412,6,3,0.1574,96.22
e_waste,computers,26.09,1.21,0.8959,6,5,0.689,123.37
plastic,PET,27.63,9.66,0.7325,2,6,0.185,28.23
rubber,tyres,28.05,6.14,0.3831,5,1,0.4359,11.8
metal,tin,3.71,2.53,0.5531,5,1,0.4424,18.64
plastic,HDPE,15.53,1.74,0.7356,8,0,0.4097,29.7
plastic,HDPE,43.8,2.04,0.819,8,0,0.6868,31.8
paper,cardboard,36.56,5.8,0.7403,5,2,0.4711,14.19
organic,food_waste,51.28,5.19,0.8102,7,2,0.4302,6.11
e_waste,cables,5.73,0.65,0.7449,7,6,0.3638,90.69
metal,copper,3.26,16.33,0.9052,1,3,0.3496,545.73
plastic,PP,22.68,21.22,0.417,11,2,0.5857,12.5
e_waste,cables,6.86,24.76,0.6151,11,3,0.6374,33.65
metal,copper,2.86,1.7,0.7751,5,5,0.3718,371.82
paper,cardboard,28.63,5.01,0.7659,10,2,0.4232,12.11
plastic,PET,25.41,23.37,0.6625,5,1,0.3699,35.35
plastic,PP,16.4,3.31,0.474,1,2,0.4869,15.21
plastic,PP,17.53,9.1,0.5621,11,4,0.6526,11.68
plastic,PP,21.99,29.94,0.5088,4,2,0.4477,11.17
organic,food_waste,76.66,2.15,0.8819,5,4,0.5967,7.64
paper,cardboard,55.62,9.7,0.6105,7,2,0.6723,15.42
organic,garden_waste,80.64,21.96,0.6177,6,6,0.4122,7.45
glass,colored_glass,14.97,7.68,0.6499,4,6,0.2926,6.25
plastic,HDPE,18.67,2.44,0.7234,10,5,0.5729,21.98
plastic,mixed_plastic,37.18,1.03,0.8305,5,5,0.3655,16.2
plastic,PP,16.59,11.96,0.8798,8,0,0.8465,15.38
e_waste,cables,3.84,8.54,0.6668,8,4,0.4726,69.43
metal,tin,9.91,1.28,0.6926,12,2,0.8096,23.4
textile,clothes,8.58,3.04,0.7911,6,5,0.7218,23.22
paper,newspaper,20.14,5.73,0.3963,6,0,0.2692,8.89
paper,newspaper,15.84,0.56,0.8025,11,1,0.3879,9.48
paper,cardboard,27.33,6.76,0.7289,6,1,0.4992,14.49
paper,cardboard,43.74,11.32,0.7397,4,3,0.4979,11.66
paper,mixed_paper,29.07,10.67,0.6069,1,6,0.6939,8.42
paper,mixed_paper,29.13,2.44,0.8284,4,6,0.2074,5.88
plastic,PET,13.71,0.82,0.7902,3,3,0.6811,31.14
paper,newspaper,14.61,8.61,0.8485,4,0,0.4801,7.78
plastic,HDPE,23.49,1.02,0.6462,7,6,0.7913,39.51
paper,office_paper,19.33,0.2,0.6044,7,4,0.83,24.72
paper,cardboard,55.43,3.22,0.7161,3,0,0.2265,15.38
metal,steel,23.65,1.67,0.7859,6,4,0.4462,20.64
glass,mixed_glass,15.24,3.6,0.7756,6,6,0.4982,6.48
plastic,mixed_plastic,32.22,2.9,0.7651,1,6,0.5621,13.94
paper,cardboard,35.67,5.83,0.871,4,6,0.434,16.15
paper,mixed_paper,53.87,1.79,0.7333,9,6,0.4074,8.94
paper,mixed_paper,45.74,3.46,0.5862,1,4,0.4475,6.07
e_waste,computers,4.8,2.45,0.7125,4,4,0.3187,53.28
plastic,PET,5.3,2.31,0.8009,6,0,0.7885,30.94
metal,steel,52.78,1.97,0.8823,2,4,0.4253,31.24
paper,mixed_paper,33.28,4.09,0.9536,8,6,0.4437,9.23
plastic,PET,17.32,2.47,0.6527,9,5,0.3324,29.95
metal,steel,32.64,1.25,0.7947,5,6,0.9663,31.41
metal,steel,55.97,3.5,0.8058,3,1,0.4303,31.33
plastic,HDPE,31.56,12.85,0.5587,10,1,0.49,16.34
rubber,mixed_rubber,16.35,3.64,0.9666,3,6,0.3848,11.29
metal,steel,39.64,5.97,0.7657,2,6,0.3298,35.64
plastic,PET,18.1,14.4,0.8396,1,3,0.6497,32.56
organic,garden_waste,24.2,8.31,0.8181,2,6,0.8156,9.97
rubber,tyres,12.49,3.45,0.6934,11,4,0.6287,24.7
plastic,PET,32.25,11.63,0.9525,12,1,0.5596,48.99
organic,food_waste,56.68,16.35,0.4228,7,3,0.3803,4.57
metal,steel,50.63,6.21,0.4499,12,2,0.2836,27.49
e_waste,computers,6.86,1.2,0.8484,9,5,0.6392,86.26
metal,copper,3.86,4.17,0.8058,5,2,0.3335,464.58
plastic,PP,36.17,1.99,0.6976,9,1,0.4361,14.75
plastic,PET,16.44,4.93,0.5841,6,3,0.2186,35.87
glass,clear_glass,23.49,2.75,0.9374,12,3,0.6177,10.4
metal,aluminum,9.41,4.4,0.6264,11,6,0.4246,96.89
plastic,mixed_plastic,37.04,15.08,0.5942,11,0,0.3296,7.5
glass,clear_glass,25.69,13.63,0.334,7,6,0.6899,5.66
metal,aluminum,11.96,1.5,0.434,7,1,0.5975,130.12
organic,food_waste,51.85,2.68,0.7482,2,1,0.6426,7.82
plastic,HDPE,26.96,1.8,0.3698,8,2,0.5462,23.45
metal,steel,87.76,4.01,0.8807,2,3,0.3543,43.11
plastic,PET,25.09,0.27,0.596,7,6,0.3204,35.04
plastic,HDPE,38.26,9.38,0.6179,2,3,0.6393,22.48
metal,tin,9.56,1.86,0.8512,6,1,0.5471,20.85
paper,cardboard,34.59,0.63,0.6499,10,3,0.1587,11.93
paper,office_paper,6.91,0.54,0.8443,4,6,0.5752,10.95
plastic,PVC,20.43,2.81,0.8975,8,5,0.279,10.81
plastic,PP,17.98,6.21,0.4653,4,1,0.5378,15.05
e_waste,phones,2.48,15.35,0.8006,4,4,0.2764,65.1
plastic,PET,37.14,0.2,0.9827,3,5,0.5156,27.4
paper,office_paper,28.21,4.33,0.9334,2,1,0.8675,19.66
organic,food_waste,60.53,2.25,0.8085,5,3,0.2931,7.24
plastic,PET,27.43,0.2,0.6012,2,2,0.4713,35.04
paper,office_paper,5.66,0.2,0.5902,11,1,0.8339,14.42
textile,clothes,23.41,5.02,0.7729,9,6,0.5021,16.45
paper,cardboard,22.56,6.18,0.8392,3,2,0.6249,16.78
rubber,tyres,16.96,1.88,0.8359,11,2,0.6779,24.62
plastic,HDPE,15.21,4.94,0.8014,5,0,0.7437,24.56
paper,cardboard,33.11,7.86,0.8132,7,3,0.3961,12.96
plastic,HDPE,36.67,2.55,0.8652,9,4,0.7427,38.58
metal,copper,6.33,0.2,0.649,10,6,0.6886,587.9
rubber,mixed_rubber,8.87,11.17,0.7978,1,5,0.2923,8.92
plastic,PET,28.64,1.15,0.828,4,6,0.4634,28.32
rubber,tyres,21.64,2.18,0.7834,5,6,0.7831,23.25
paper,mixed_paper,51.33,4.22,0.7192,8,4,0.4927,10.53
organic,garden_waste,29.07,10.71,0.6911,11,6,0.4865,5.41
rubber,tyres,27.4,17.14,0.9333,6,2,0.3649,24.11
paper,cardboard,30.43,3.66,0.7871,6,5,0.318,13.38
rubber,mixed_rubber,24.41,5.54,0.7005,2,4,0.7898,14.84
e_waste,computers,9.7,0.21,0.5244,7,3,0.7271,102.91
paper,cardboard,99.64,3.27,0.8521,6,4,0.6112,20.37
paper,mixed_paper,23.71,2.4,0.8114,8,5,0.542,7.99
metal,tin,10.17,8.44,0.6855,11,2,0.525,16.7
metal,copper,2.27,2.04,0.67,7,5,0.7088,710.43
plastic,PET,26.35,3.32,0.4642,1,0,0.3395,31.65
plastic,PVC,15.12,10.43,0.6766,10,2,0.6963,12.58
plastic,PET,21.35,1.79,0.9619,6,2,0.7134,55.18
paper,cardboard,42.36,1.56,0.764,6,5,0.7232,13.42
paper,mixed_paper,73.06,6.08,0.6131,11,3,0.8675,10.02
paper,mixed_paper,40.84,19.35,0.5579,8,6,0.5582,7.37
organic,food_waste,61.66,2.57,0.7556,10,6,0.643,6.24
rubber,tyres,18.87,7.23,0.8971,11,3,0.4949,23.94
organic,food_waste,73.97,0.2,0.8601,6,5,0.595,5.15
paper,office_paper,15.57,0.2,0.6203,12,1,0.3153,16.46
plastic,PET,36.14,14.12,0.7202,3,0,0.5451,35.66
textile,clothes,15.17,9.24,0.9093,11,3,0.6155,16.03
metal,steel,53.56,1.88,0.7859,11,2,0.4195,35.59
metal,steel,56.07,3.93,0.8039,2,5,0.462,24.38
plastic,HDPE,13.55,11.67,0.9401,2,3,0.4042,30.75
paper,cardboard,18.71,1.5,0.6117,1,0,0.4725,12.4
paper,mixed_paper,47.58,2.13,0.782,4,3,0.678,6.75
metal,copper,2.26,5.12,0.6549,12,2,0.6284,569.21
e_waste,phones,2.69,5.78,0.659,2,0,0.335,106.94
metal,steel,48.87,0.39,0.866,1,3,0.4466,31.03
plastic,PET,20.53,3.18,0.8585,6,6,0.1884,43.01
plastic,HDPE,14.58,14.48,0.5247,5,6,0.8595,23.86
plastic,HDPE,14.71,7.04,0.775,8,6,0.4682,35.46
e_waste,computers,7.12,6.07,0.8868,8,6,0.6784,105.68
metal,aluminum,13.77,5.0,0.7514,10,6,0.5081,80.35
metal,tin,10.48,0.83,0.9287,5,0,0.5701,24.53
metal,aluminum,14.1,13.19,0.9512,6,2,0.6245,154.1
e_waste,phones,4.05,8.8,0.8081,1,3,0.6884,148.49
rubber,tyres,16.88,3.56,0.6142,12,5,0.5151,21.55
paper,mixed_paper,58.44,2.63,0.6722,3,2,0.9243,9.68
paper,newspaper,30.24,3.7,0.4351,8,4,0.4471,6.45
organic,garden_waste,42.31,0.2,0.5126,11,5,0.1655,7.34
plastic,PET,10.57,6.08,0.6332,8,3,0.5743,41.13
metal,aluminum,9.92,2.31,0.4614,8,1,0.9119,143.83
paper,cardboard,48.93,1.01,0.9282,3,0,0.3957,14.69
plastic,PET,25.24,4.76,0.6718,9,3,0.2811,25.19
plastic,PVC,6.25,12.29,0.6775,3,1,0.4105,7.25
plastic,mixed_plastic,36.38,4.95,0.7871,9,4,0.3488,7.85
plastic,HDPE,31.46,9.06,0.5187,7,1,0.622,34.88
plastic,mixed_plastic,96.12,6.03,0.7489,6,6,0.2744,18.05
plastic,PP,18.56,3.83,0.6162,9,6,0.7139,19.14
metal,steel,70.26,0.89,0.7257,9,5,0.6057,25.52
organic,food_waste,26.7,5.96,0.7733,3,4,0.4171,4.56
glass,clear_glass,17.71,2.3,0.5138,5,0,0.4824,9.12
metal,aluminum,11.78,10.26,0.7793,6,6,0.8013,135.45
metal,steel,73.52,6.09,0.8381,2,0,0.7598,52.08
metal,brass,5.59,0.2,0.7808,5,3,0.3855,299.55
metal,aluminum,11.49,3.05,0.8816,1,5,0.6374,108.8
metal,aluminum,11.06,4.01,0.3606,6,0,0.6972,108.51
metal,steel,66.11,1.94,0.6055,3,3,0.7679,29.21
e_waste,mixed_ewaste,21.95,13.57,0.9386,3,3,0.5464,58.92
e_waste,cables,9.57,0.2,0.8596,10,1,0.5612,92.43
e_waste,phones,2.29,4.31,0.5875,2,0,0.8184,150.6
paper,newspaper,20.54,5.49,0.3867,2,6,0.5173,9.25
glass,colored_glass,22.12,3.24,0.6404,4,6,0.4393,5.51
glass,mixed_glass,15.84,26.2,0.8129,1,0,0.3113,4.78
organic,food_waste,77.91,8.09,0.862,11,1,0.7156,5.59
glass,mixed_glass,18.09,25.71,0.9042,12,2,0.3981,4.96
glass,mixed_glass,17.98,1.04,0.7481,10,1,0.7137,5.51
e_waste,batteries,6.88,13.85,0.997,10,0,0.7731,48.33
paper,cardboard,42.98,12.21,0.626,2,3,0.5631,16.97
plastic,PET,18.53,12.79,0.7959,7,3,0.2732,34.95
metal,brass,5.85,2.41,0.8292,2,5,0.5379,339.76
plastic,PP,18.66,9.32,0.943,4,2,0.7966,24.35
metal,brass,6.23,10.1,0.9123,6,3,0.5709,415.91
metal,steel,53.91,0.48,0.8378,9,2,0.5205,17.57
metal,aluminum,11.01,5.82,0.8708,4,0,0.7019,110.28
plastic,PET,7.54,1.56,0.6314,4,5,0.2107,23.88
rubber,tyres,15.59,22.7,0.8174,10,5,0.3737,15.36
plastic,PP,26.53,0.47,0.8809,3,4,0.5656,18.79
plastic,PET,17.92,2.63,0.5512,6,0,0.5157,26.48
plastic,PP,30.77,1.81,0.8949,4,4,0.535,16.69
plastic,PET,20.89,18.93,0.949,11,4,0.2532,22.8
paper,mixed_paper,46.37,14.95,0.7677,7,3,0.4711,8.44
paper,office_paper,21.12,6.68,0.4444,2,4,0.7245,11.59
metal,aluminum,13.72,0.2,0.7655,2,0,0.2419,126.52
paper,cardboard,54.81,13.77,0.6931,12,1,0.4633,10.79
metal,aluminum,14.02,13.02,0.9419,12,0,0.2371,135.37
paper,mixed_paper,37.59,2.43,0.5115,10,3,0.3487,6.6
textile,clothes,23.72,12.4,0.4697,1,6,0.5163,11.33
organic,garden_waste,32.11,16.23,0.8092,9,0,0.7048,7.34
metal,tin,4.98,1.11,0.6865,8,3,0.364,22.02
glass,mixed_glass,20.08,2.51,0.8966,12,1,0.802,6.31
e_waste,phones,1.84,5.64,0.4887,6,6,0.3663,111.27
organic,food_waste,24.52,3.74,0.5124,6,4,0.6098,6.68
plastic,PET,40.03,7.07,0.6907,8,1,0.4213,37.71
plastic,PVC,14.07,3.42,0.6159,2,1,0.1749,9.25
plastic,PET,16.96,2.79,0.9377,9,4,0.5879,34.92
metal,aluminum,17.3,1.15,0.7935,6,0,0.7812,172.04
paper,mixed_paper,42.11,3.56,0.6816,3,0,0.5958,11.26
plastic,PP,14.44,2.72,0.7571,10,4,0.5443,14.98
plastic,PET,13.37,1.14,0.6417,4,5,0.8134,29.56
e_waste,mixed_ewaste,7.75,0.67,0.7057,11,5,0.6807,37.01
plastic,mixed_plastic,16.18,10.05,0.8856,4,1,0.5416,12.3
rubber,mixed_rubber,8.21,4.44,0.7311,6,6,0.5219,14.16
e_waste,phones,7.22,2.52,0.765,6,1,0.184,119.06
organic,food_waste,37.19,2.57,0.7857,9,6,0.5811,5.43
e_waste,phones,2.69,0.98,0.77,3,2,0.327,99.04
metal,steel,63.32,9.1,0.786,3,3,0.5203,37.4
metal,aluminum,13.05,9.24,0.6428,3,6,0.3382,97.77
organic,garden_waste,40.28,5.45,0.9233,3,2,0.3964,6.32
metal,steel,30.19,5.31,0.763,6,4,0.3406,29.47
plastic,PP,18.06,0.2,0.547,8,4,0.4213,16.6
paper,newspaper,21.85,4.11,0.7148,11,0,0.3287,8.93
plastic,PET,10.63,4.75,0.4111,6,5,0.4102,28.45
plastic,PET,17.25,0.53,0.7073,5,2,0.4952,37.19
plastic,mixed_plastic,27.2,2.2,0.6406,2,3,0.7067,15.37
plastic,HDPE,30.44,6.19,0.7166,2,2,0.4597,26.76
paper,mixed_paper,24.28,0.2,0.8771,10,6,0.4072,7.16
metal,aluminum,10.14,23.92,0.7835,8,3,0.6163,100.67
plastic,mixed_plastic,65.45,9.42,0.8946,7,4,0.5918,17.63
metal,steel,79.3,1.82,0.7999,6,3,0.6558,34.32
paper,newspaper,42.13,1.93,0.824,7,2,0.3618,14.84
metal,steel,73.93,3.89,0.7297,11,4,0.4183,18.75
metal,tin,7.7,5.55,0.8599,3,5,0.6926,28.88
e_waste,batteries,16.33,1.61,0.8983,6,0,0.7568,83.44
plastic,PET,18.74,5.55,0.6724,3,1,0.575,26.04
glass,mixed_glass,22.66,8.24,0.7993,2,1,0.7489,5.75
plastic,PET,28.45,10.21,0.6641,9,6,0.5129,35.8
plastic,PET,22.83,8.72,0.3051,9,4,0.3301,29.0
plastic,PET,23.79,8.55,0.6722,11,2,0.6133,38.34
organic,food_waste,80.24,2.42,0.7554,1,1,0.2671,7.21
plastic,PP,15.78,0.22,0.7704,3,4,0.4528,18.12
plastic,PET,14.43,17.79,0.7927,7,3,0.4235,38.16
paper,cardboard,26.43,2.81,0.3399,10,4,0.599,12.76
plastic,PP,19.04,3.43,0.7914,12,5,0.3336,18.24
e_waste,phones,2.83,5.91,0.7774,10,0,0.3531,111.07
rubber,mixed_rubber,20.28,0.8,0.5513,11,4,0.724,12.01
paper,cardboard,45.95,3.18,0.8634,10,5,0.4781,14.3
plastic,PVC,13.62,1.58,0.8626,4,1,0.7249,8.76
plastic,HDPE,14.42,8.29,0.8518,7,2,0.4421,28.12
rubber,tyres,29.84,5.14,0.6758,8,4,0.5771,24.0
plastic,mixed_plastic,24.52,17.82,0.7858,5,2,0.3857,11.07
metal,steel,71.71,4.44,0.7071,11,6,0.4182,25.56
rubber,tyres,21.36,0.7,0.798,10,0,0.2088,18.41
textile,industrial_textile,29.06,2.08,0.5915,7,1,0.5026,9.43
plastic,PVC,14.26,0.96,0.6052,6,5,0.0955,7.69
plastic,HDPE,29.84,19.46,0.7076,10,4,0.5733,24.73
paper,mixed_paper,41.7,37.2,0.8292,3,6,0.6496,7.66
e_waste,cables,3.62,12.29,0.8397,3,0,0.5836,98.67
plastic,mixed_plastic,23.43,18.2,0.8752,5,0,0.6108,9.62
plastic,HDPE,31.42,21.37,0.3755,2,5,0.6785,25.14
plastic,PET,36.64,11.58,0.8906,6,5,0.4266,41.69
plastic,HDPE,19.9,10.3,0.6914,6,5,0.9811,31.41
metal,steel,95.28,6.76,0.8536,7,6,0.663,41.62
e_waste,phones,3.73,8.84,0.9132,6,1,0.108,83.36
metal,steel,56.47,3.93,0.7791,11,0,0.4493,30.94
plastic,PP,25.32,8.76,0.5698,4,2,0.6894,14.15
e_waste,cables,5.01,0.54,0.9377,5,6,0.5694,99.69
plastic,PP,12.61,3.03,0.7362,9,3,0.4225,18.05
plastic,PET,24.02,13.87,0.808,4,0,0.8645,29.32
textile,clothes,16.06,13.88,0.9132,8,5,0.7292,16.56
metal,steel,35.99,0.2,0.6039,12,5,0.2139,32.55
organic,food_waste,38.59,2.25,0.4535,5,0,0.6229,5.76
metal,aluminum,23.61,8.33,0.7008,3,3,0.4334,82.89
plastic,PP,13.55,3.76,0.5445,3,5,0.0814,12.67
paper,office_paper,18.59,2.06,0.557,1,6,0.3783,15.96
plastic,HDPE,41.51,8.65,0.8473,4,4,0.2736,26.31
paper,cardboard,59.87,5.25,0.8163,11,2,0.4491,12.91
metal,tin,6.78,4.44,0.9625,4,6,0.5275,24.61
paper,cardboard,31.51,5.54,0.8943,12,2,0.5432,17.0
metal,steel,39.01,24.83,0.6404,12,4,0.6443,37.22
e_waste,phones,4.8,14.54,0.6388,9,5,0.4913,63.65
paper,newspaper,34.59,2.97,0.6824,12,3,0.6711,9.63
plastic,mixed_plastic,39.4,10.44,0.6727,5,4,0.5373,11.93
metal,aluminum,21.89,0.53,0.4162,12,5,0.3548,101.5
paper,cardboard,38.59,4.75,0.6928,7,4,0.3257,14.37
paper,cardboard,55.31,9.52,0.6748,1,2,0.6975,12.86
plastic,PET,21.7,3.38,0.4883,10,4,0.1337,22.82
paper,mixed_paper,39.15,2.65,0.6542,12,2,0.6011,10.0
metal,aluminum,18.41,3.97,0.6939,11,4,0.6568,67.6
plastic,PET,8.4,9.04,0.6735,6,0,0.5669,30.77
glass,mixed_glass,18.28,5.83,0.875,2,0,0.4974,4.02
metal,steel,59.06,7.31,0.8675,8,3,0.1963,39.7
plastic,PET,14.23,0.73,0.801,11,0,0.4546,32.16
paper,mixed_paper,44.76,6.49,0.5413,11,5,0.141,6.57
glass,colored_glass,25.63,0.71,0.9688,8,1,0.4166,9.53
metal,aluminum,21.92,22.36,0.7421,10,3,0.591,84.65
metal,steel,25.87,4.33,0.8954,1,1,0.4376,17.4
plastic,PVC,9.62,5.37,0.8025,8,6,0.5038,11.69
paper,newspaper,27.51,1.62,0.9269,2,5,0.6742,14.79
plastic,mixed_plastic,28.65,12.65,0.6556,9,0,0.7735,8.94
paper,office_paper,24.71,5.97,0.684,1,2,0.5932,12.02
e_waste,computers,5.61,10.19,0.7648,8,6,0.7121,151.52
textile,clothes,13.46,4.99,0.5643,12,3,0.1587,12.0
plastic,HDPE,25.0,0.44,0.5418,2,5,0.427,31.76
metal,steel,63.61,8.67,0.8247,6,0,0.2903,29.61
plastic,PET,12.15,12.71,0.6875,1,3,0.3318,32.05
metal,steel,80.58,5.14,0.9684,9,6,0.5247,33.0
plastic,PP,26.81,10.33,0.6285,12,1,0.3806,12.25
organic,food_waste,57.72,1.1,0.4515,1,0,0.5767,4.45
plastic,HDPE,15.06,6.58,0.8672,7,5,0.2657,23.59
metal,steel,144.36,8.2,0.3963,10,0,0.3937,31.58
paper,cardboard,36.93,12.59,0.8101,1,2,0.5563,15.65
rubber,mixed_rubber,8.03,0.77,0.4305,6,5,0.7556,13.7
metal,tin,6.02,7.9,0.9535,2,6,0.1694,18.79
e_waste,phones,1.14,5.56,0.5705,12,0,0.5154,69.48
e_waste,cables,3.11,11.72,0.7406,7,3,0.6543,64.98
plastic,PP,16.68,6.05,0.8384,7,5,0.4062,21.27
paper,office_paper,33.91,0.3,0.6891,12,2,0.4042,13.6
plastic,PVC,7.31,17.92,0.3392,10,2,0.154,4.99
plastic,PET,34.66,6.86,0.763,4,3,0.6674,29.65
plastic,PP,21.14,1.35,0.7232,8,5,0.5144,17.97
metal,brass,3.84,2.83,0.8467,4,0,0.6275,314.01
glass,clear_glass,6.39,7.46,0.6097,7,0,0.7558,10.59
e_waste,cables,4.55,0.74,0.8891,10,0,0.0656,58.82
plastic,HDPE,18.84,12.26,0.522,12,2,0.8679,28.48
paper,cardboard,108.34,3.52,0.8251,12,1,0.2453,16.5
plastic,PET,13.56,7.54,0.6971,6,3,0.3212,26.04
metal,steel,56.73,32.05,0.722,11,2,0.2457,25.31
paper,mixed_paper,26.54,12.01,0.8209,11,4,0.5117,8.79
metal,steel,51.68,1.14,0.9667,7,2,0.4648,28.53
e_waste,phones,4.22,12.93,0.6724,1,5,0.7464,126.08
plastic,PET,12.51,0.52,0.3552,2,2,0.7642,29.17
e_waste,batteries,12.11,10.43,0.6547,8,1,0.1319,34.33
plastic,HDPE,20.83,1.74,0.7509,10,6,0.7195,24.57
plastic,HDPE,21.66,0.93,0.4536,11,4,0.2409,18.32
e_waste,computers,8.75,7.37,0.6101,3,0,0.5585,80.11
paper,cardboard,75.1,14.49,0.742,11,1,0.5711,10.84
metal,tin,12.88,7.35,0.5476,10,0,0.8058,21.39
e_waste,mixed_ewaste,7.7,1.14,0.3557,6,5,0.6101,65.61
plastic,HDPE,23.12,2.56,0.7591,5,4,0.1298,23.83
metal,steel,70.67,20.92,0.9448,6,6,0.4082,47.27
plastic,PP,19.18,9.37,0.7241,9,2,0.3903,16.66
paper,cardboard,34.38,2.48,0.4973,10,0,0.6633,11.21
paper,newspaper,18.91,4.05,0.5913,3,3,0.2995,5.83
e_waste,cables,4.79,3.12,0.8581,5,0,0.4895,89.63
paper,cardboard,34.38,3.16,0.6054,2,1,0.5321,13.66
plastic,PET,9.62,5.62,0.5165,12,5,0.5518,29.54
plastic,PET,13.1,5.13,0.8461,5,2,0.246,27.74
metal,steel,37.28,3.03,0.687,4,6,0.7035,22.25
glass,mixed_glass,15.11,0.2,0.5992,3,3,0.3139,4.34
metal,steel,97.03,0.56,0.9344,1,4,0.4052,35.39
paper,newspaper,25.02,5.5,0.5321,6,5,0.7117,9.23
paper,newspaper,24.54,3.26,0.9213,10,3,0.6464,13.82
e_waste,phones,2.86,2.31,0.2943,4,2,0.6293,85.17
metal,aluminum,23.4,0.97,0.8031,5,5,0.762,112.95
metal,tin,6.42,5.92,0.6803,8,5,0.6118,24.18
organic,garden_waste,73.57,7.06,0.8939,5,2,0.412,6.86
paper,cardboard,44.56,0.73,0.6574,9,5,0.3738,13.2
plastic,mixed_plastic,30.12,0.76,0.8062,4,6,0.2249,14.17
e_waste,computers,5.82,9.65,0.6171,6,1,0.6755,119.2
organic,garden_waste,68.4,6.57,0.7896,12,5,0.5589,10.58
plastic,PET,12.4,0.69,0.4035,11,0,0.2907,22.13
organic,garden_waste,72.89,7.47,0.6473,7,6,0.6035,8.0
metal,steel,25.23,6.78,0.8686,5,6,0.5814,19.94
rubber,tyres,13.44,2.35,0.947,12,5,0.3344,17.71
